"","features.fire_fly_id","FINALREF_FIT.cluster"
"1116",3467749,3
"1117",3468510,4
"1118",3471079,3
"1119",3472153,3
"1120",3472407,4
"1121",3472453,3
"1122",3472990,2
"1123",3475865,2
"1124",3475920,3
"1125",3478588,4
"1126",3478681,3
"1127",3478712,3
"1128",3481783,3
"1129",3485306,3
"1130",3485534,3
"1131",3486151,3
"1132",3486399,3
"1133",3487975,2
"1134",3489575,4
"1135",3490387,3
"1136",3492606,3
"1137",3492666,3
"1138",3493433,3
"1139",3493459,3
"1140",3493525,4
"1141",3496477,3
"1142",3497085,3
"1143",3497404,3
"1144",3497470,4
"1145",3498540,3
"1146",3498688,3
"1147",3500871,3
"1148",3500983,2
"1149",3501160,4
"1150",3502624,2
"1151",3503581,3
"1152",3503805,3
"1153",3503914,4
"1154",3504297,3
"1155",3513165,1
"1156",3513417,3
"1157",3513549,4
"1158",3516661,4
"1159",3517001,4
"1160",3517363,3
"1161",3517408,3
"1162",3518138,4
"1163",3519595,4
"1164",3520460,2
"1165",3521182,2
"1166",3522056,2
"1167",3522630,2
"1168",3522741,3
"1169",3523490,3
"1170",3526403,2
"1171",3527388,3
"1172",3527869,2
"1173",3528223,3
"1174",3528398,3
"1175",3529108,3
"1176",3529229,3
"1177",3530963,4
"1178",3531668,3
"1179",3532288,3
"1180",3533479,1
"1181",3534457,2
"1182",3534656,2
"1183",3534980,3
"1184",3535181,3
"1185",3536714,3
"1186",3537289,2
"1187",3537836,2
"1188",3538124,3
"1189",3538175,1
"1190",3538257,2
"1191",3538360,2
"1192",3538849,3
"1193",3539550,2
"1194",3539693,4
"1195",3540280,3
"1196",3540514,3
"1197",3685203,4
"1198",3689090,3
"1199",3690160,3
"1200",3703726,3
"1201",3705099,3
"1202",3708091,3
"1203",3708380,3
"1204",3708639,3
"1205",3709591,2
"1206",3710083,1
"1207",3711794,2
"1208",3711835,3
"1209",3712743,2
"1210",3713201,2
"1211",3714023,4
"1212",3717790,4
"1213",3719297,4
"1214",3719326,4
"1215",3719789,3
"1216",3722498,3
"1217",3722746,2
"1218",3724187,3
"1219",3724397,2
"1220",3725430,3
"1221",3727775,3
"1222",3727778,3
"1223",3729440,3
"1224",3730038,3
"1225",3730828,2
"1226",3731424,3
"1227",3731550,2
"1228",3731931,3
"1229",3733286,3
"1230",3735949,3
"1231",3737807,4
"1232",3739172,1
"1233",3739289,2
"1234",3743271,3
"1235",3744217,3
"1236",3744591,3
"1237",3745328,2
"1238",3745396,3
"1239",3747760,3
"1240",3747790,3
"1241",3747990,3
"1242",3750182,1
"1243",3750509,3
"1244",3751259,4
"1245",3752819,2
"1246",3757631,1
"1247",3930409,2
"1248",3930897,3
"1249",3930973,3
"1250",3932609,4
"1251",3933360,3
"1252",3936271,2
"1253",3936514,3
"1254",3938046,2
"1255",3938355,3
"1256",3942850,3
"1257",3952406,1
"1258",3953769,1
"1259",3953833,2
"1260",3954457,2
"1261",3954646,4
"1262",3956940,1
"1263",3957239,3
"1264",3957722,2
"1265",3965741,2
"1266",3968014,3
"1267",3969608,1
"1268",3969652,3
"1269",3972113,3
"1270",3972881,3
"1271",3972998,2
"1272",3973220,2
"1273",3973399,2
"1274",3973751,4
"1275",3974894,2
"1276",3975774,3
"1277",3976312,3
"1278",3977166,2
"1279",3977275,3
"1280",3977377,2
"1281",3978050,3
"1282",3978716,2
"1283",3978959,2
"1284",3979678,2
"1285",3979705,3
"1286",3980577,2
"1287",3981024,3
"1288",3981047,2
"1289",3981494,3
"1290",3981542,3
"1291",3982258,3
"1292",3982520,3
"1293",3982536,3
"1294",3982751,3
"1295",3983284,2
"1296",3983649,1
"1297",3983711,4
"1298",3983784,2
"1299",3984028,4
"1300",3984170,1
"1301",3984309,3
"1302",3984477,3
"1303",3984528,3
"1304",3984613,3
"1305",3984727,4
"1306",3984731,4
"1307",3984987,3
"1308",3985000,2
"1309",3985092,3
"1310",3985122,2
"1311",3985143,2
"1312",3986644,2
"1313",3986658,3
"1314",3986767,4
"1315",3987039,1
"1316",3987395,3
"1317",3987463,4
"1318",3988127,3
"1319",3988187,4
"1320",3988362,3
"1321",3988408,3
"1322",3988697,1
"1323",3989169,4
"1324",3989576,3
"1325",3990715,4
"1326",3990918,2
"1327",3991445,4
"1328",3992627,4
"1329",3992999,2
"1330",3993692,3
"1331",3993697,3
"1332",3995848,3
"1333",3996952,4
"1334",3997689,3
"1335",3998417,1
"1336",3998895,3
"1337",3999083,3
"1338",3999250,2
"1339",3999816,3
"1340",3999847,2
"1341",3999849,4
"1342",3999879,1
"1343",4000412,3
"1344",4001460,3
"1345",4002094,2
"1346",4002900,2
"1347",4003190,4
"1348",4004278,3
"1349",4005596,4
"1350",4005760,2
"1351",4005814,3
"1352",4006142,2
"1353",4006833,3
"1354",4007499,2
"1355",4008262,2
"1356",4011139,4
"1357",4011452,3
"1358",4012315,3
"1359",4012931,3
"1360",4014644,2
"1361",4015373,2
"1362",4019735,4
"1363",4019919,3
"1364",4020168,4
"1365",4020702,3
"1366",4020844,3
"1367",4023744,2
"1368",4024465,3
"1369",4026371,2
"1370",4026589,4
"1371",4026947,3
"1372",4027138,2
"1373",4027172,2
"1374",4027244,3
"1375",4027374,3
"1376",4028872,2
"1377",4030233,3
"1378",4032018,3
"1379",4032309,1
"1380",4032433,2
"1381",4033124,3
"1382",4033410,2
"1383",4033530,4
"1384",4033775,3
"1385",4033863,3
"1386",4034166,2
"1387",4034243,4
"1388",4035144,3
"1389",4035295,2
"1390",4035658,3
"1391",4036088,2
"1392",4039402,3
"1393",4039516,3
"1394",4039929,3
"1395",4039962,2
"1396",4040379,1
"1397",4040609,3
"1398",4041488,2
"1399",4042703,3
"1400",4044226,2
"1401",4044643,3
"1402",4045089,3
"1403",4045278,3
"1404",4045633,4
"1405",4045849,2
"1406",4046029,2
"1407",4048098,3
"1408",4048843,4
"1409",4049116,3
"1410",4049287,3
"1411",4049450,3
"1412",4050145,1
"1413",4050865,3
"1414",4053762,4
"1415",4054178,3
"1416",4055690,1
"1417",4055778,1
"1418",4057217,2
"1419",4058608,3
"1420",4061777,3
"1421",4062140,3
"1422",4062843,2
"1423",4065750,3
"1424",4066940,2
"1425",4068359,3
"1426",4068475,2
"1427",4069295,3
"1428",4069791,2
"1429",4070552,1
"1430",4071677,1
"1431",4072309,2
"1432",4072504,3
"1433",4075245,2
"1434",4075684,3
"1435",4076109,3
"1436",4076434,3
"1437",4076465,3
"1438",4078492,3
"1439",4079597,3
"1440",4079795,3
"1441",4079939,3
"1442",4081298,3
"1443",4081955,3
"1444",4083170,1
"1445",4084722,3
"1446",4085600,1
"1447",4085864,3
"1448",4087841,3
"1449",4088946,4
"1450",4090865,3
"1451",4092213,3
"1452",4094631,2
"1453",4094769,3
"1454",4096213,3
"1455",4101588,4
"1456",4101824,3
"1457",4102719,2
"1458",4103646,2
"1459",4104302,2
"1460",4106467,2
"1461",4461632,3
"1462",4461867,3
"1463",4462224,3
"1464",4462385,2
"1465",4463489,3
"1466",4463659,3
"1467",4464098,2
"1468",4471518,3
"1469",4474983,4
"1470",4476015,4
"1471",4476297,3
"1472",4477593,1
"1473",4481305,4
"1474",4481430,3
"1475",4484214,1
"1476",4485519,3
"1477",4486656,3
"1478",4486849,3
"1479",4488308,1
"1480",4488840,3
"1481",4489968,4
"1482",4490602,2
"1483",4639350,3
"1484",4640054,3
"1485",4640122,4
"1486",4640852,2
"1487",4641627,1
"1488",4643243,3
"1489",4644188,1
"1490",4645941,3
"1491",4646171,3
"1492",4646813,3
"1493",4649237,2
"1494",4649807,4
"1495",4652019,4
"1496",4652175,3
"1497",4652900,4
"1498",4653869,2
"1499",4657003,3
"1500",4657227,3
"1501",4661291,3
"1502",4662875,2
"1503",4671233,3
"1504",4671623,2
"1505",4673263,2
"1506",4673694,2
"1507",4673950,1
"1508",4674756,1
"1509",4675644,2
"1510",4675853,2
"1511",4676548,1
"1512",4685578,3
"1513",4685896,3
"1514",4687201,1
"1515",4687369,4
"1516",4689068,2
"1517",4689228,3
"1518",4689237,3
"1519",4689929,2
"1520",4691147,4
"1521",4692581,4
"1522",4694813,3
"1523",4695198,4
"1524",4695693,2
"1525",4697908,4
"1526",4697961,4
"1527",4698397,3
"1528",4698689,3
"1529",4698700,2
"1530",4699809,3
"1531",4699830,3
"1532",4700306,2
"1533",4700399,1
"1534",4700648,4
"1535",4700937,2
"1536",4701058,3
"1537",4701660,2
"1538",4701674,2
"1539",4702055,3
"1540",4702242,3
"1541",4703066,2
"1542",4704217,1
"1543",4705425,3
"1544",4705543,3
"1545",4706780,3
"1546",4707475,4
"1547",4707627,3
"1548",4710060,2
"1549",4710635,4
"1550",4711362,3
"1551",4711581,3
"1552",4712437,2
"1553",4712665,4
"1554",4712715,4
"1555",4713008,1
"1556",4713176,3
"1557",4713668,4
"1558",4713966,3
"1559",4714274,4
"1560",4714565,3
"1561",4716915,1
"1562",4717017,3
"1563",4717513,3
"1564",4718915,3
"1565",4719208,3
"1566",4720076,3
"1567",4721263,1
"1568",4721659,3
"1569",4722473,3
"1570",4725864,2
"1571",4726087,4
"1572",4726477,4
"1573",4726708,2
"1574",4730620,4
"1575",4730683,3
"1576",4731886,3
"1577",4732090,3
"1578",4732132,3
"1579",4732473,3
"1580",4733822,1
"1581",4734249,3
"1582",4735331,2
"1583",4737531,2
"1584",4739221,3
"1585",4739910,1
"1586",4741864,2
"1587",4744890,4
"1588",4745205,4
"1589",4745370,3
"1590",4747370,3
"1591",4747635,4
"1592",4749014,3
"1593",4751012,4
"1594",4752132,3
"1595",4752389,2
"1596",4756004,1
"1597",4761643,3
"1598",4762586,1
"1599",4763249,2
"1600",4763555,4
"1601",4763638,2
"1602",4765406,3
"1603",4771210,2
"1604",4775206,3
"1605",4776582,3
"1606",4777287,3
"1607",4777735,3
"1608",4779033,3
"1609",4779483,4
"1610",4787105,2
"1611",4787575,3
"1612",4791407,3
"1613",4792168,3
"1614",4792184,1
"1615",4792449,3
"1616",4793921,3
"1617",4794350,3
"1618",4796221,2
"1619",4796314,2
"1620",4796455,1
"1621",4796754,1
"1622",4800792,3
"1623",4801807,3
"1624",4802783,3
"1625",4803364,3
"1626",4804054,4
"1627",4804515,3
"1628",4810154,3
"1629",4810331,3
"1630",4811798,2
"1631",4813089,4
"1632",4814973,3
"1633",4815638,3
"1634",4815650,2
"1635",4815758,3
"1636",4815785,2
"1637",4815920,3
"1638",4816090,2
"1639",4816091,2
"1640",4816264,3
"1641",4816631,2
"1642",4816850,2
"1643",4817003,1
"1644",4817172,3
"1645",4818231,1
"1646",4818996,3
"1647",4820018,1
"1648",4820265,2
"1649",4820297,3
"1650",4965165,3
"1651",4966469,3
"1652",4967836,3
"1653",4968091,4
"1654",4970375,3
"1655",4971487,3
"1656",4971623,4
"1657",4971667,2
"1658",4971897,3
"1659",4972071,3
"1660",4974765,1
"1661",4975625,3
"1662",4979324,2
"1663",4979965,3
"1664",4981367,1
"1665",4982151,2
"1666",4983819,3
"1667",4984558,3
"1668",4987032,3
"1669",4989654,2
"1670",4990025,4
"1671",4992991,3
"1672",4993266,3
"1673",4994240,3
"1674",4994244,4
"1675",4994436,3
"1676",4994960,3
"1677",4995756,3
"1678",4995992,2
"1679",4997110,2
"1680",4998105,2
"1681",4998606,3
"1682",4999066,2
"1683",4999588,3
"1684",5003135,3
"1685",5003713,4
"1686",5003961,3
"1687",5004792,3
"1688",5004805,2
"1689",5006567,2
"1690",5006703,3
"1691",5006776,3
"1692",5007328,3
"1693",5008246,3
"1694",5008352,3
"1695",5010242,4
"1696",5010294,3
"1697",5010567,2
"1698",5012059,3
"1699",5015033,3
"1700",5015263,2
"1701",5015530,2
"1702",5016633,4
"1703",5016904,4
"1704",5016924,2
"1705",5018264,2
"1706",5018337,2
"1707",5018755,4
"1708",5018778,3
"1709",5018783,1
"1710",5018883,3
"1711",5019744,3
"1712",5020703,2
"1713",5021104,2
"1714",5022379,3
"1715",5022617,1
"1716",5023856,3
"1717",5024941,3
