"","fire_fly_id","home","sports","news","life","entertainment","tech","weather","opinion","travel","money","search","pct_home","pct_sports","pct_news","pct_life","pct_entertainment","pct_tech","pct_weather","pct_opinion","pct_travel","pct_money","pct_search","Other","gallery","homefront","section.front","story","sub.section","pct_Other","pct_homefront","pct_section.front","pct_story","pct_sub.section"
"1101",3456387,21,0,0,0,0,0,0,0,0,0,0,0.269230769230769,0,0,0,0,0,0,0,0,0,0,57,0,21,0,0,0,0.730769230769231,0.269230769230769,0,0,0
"1102",3457252,319,118,536,10,10,0,0,0,0,2,4,0.0941280613750369,0.0348185305399823,0.158158748893479,0.00295072292711714,0.00295072292711714,0,0,0,0,0.000590144585423429,0.00118028917084686,2412,0.0342283859545589,319,314,228,0,0.711714370020655,0.0941280613750369,0.0926526999114783,0.0672764827382709,0
"1103",3460100,1,11,18,1444,1,0,0,1,0,0,0,0.000628140703517588,0.00690954773869347,0.0113065326633166,0.907035175879397,0.000628140703517588,0,0,0.000628140703517588,0,0,0,158,0.84108040201005,1,7,87,0,0.0992462311557789,0.000628140703517588,0.00439698492462312,0.0546482412060302,0
"1104",3460753,0,39,33,0,0,0,0,0,0,0,0,0,0.30952380952381,0.261904761904762,0,0,0,0,0,0,0,0,60,0.158730158730159,0,0,46,0,0.476190476190476,0,0,0.365079365079365,0
"1105",3460921,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"1106",3462174,16,105,6,1,1,0,0,0,0,0,0,0.0776699029126214,0.509708737864078,0.029126213592233,0.00485436893203883,0.00485436893203883,0,0,0,0,0,0,90,0.393203883495146,16,2,17,0,0.436893203883495,0.0776699029126214,0.00970873786407767,0.0825242718446602,0
"1107",3462473,11,4,31,0,0,0,0,377,0,0,9,0.0246636771300448,0.00896860986547085,0.0695067264573991,0,0,0,0,0.845291479820628,0,0,0.0201793721973094,29,0,11,195,105,106,0.0650224215246637,0.0246636771300448,0.437219730941704,0.23542600896861,0.237668161434978
"1108",3463540,209,32,84,4,2,0,0,33,0,0,4,0.415506958250497,0.0636182902584493,0.166998011928429,0.00795228628230616,0.00397614314115308,0,0,0.0656063618290258,0,0,0.00795228628230616,138,0,209,9,147,0,0.274353876739563,0.415506958250497,0.0178926441351889,0.292246520874752,0
"1109",3463701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,1,0,0,0,0
"1110",3463916,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0
