fire_fly_id,referrer_type_value,percentbyref
19616360,Inside Your Site,0.13157894736842105
19616360,Other Web Sites,0.013157894736842105
19616360,Typed/Bookmarked,0.9736842105263158
19634623,Typed/Bookmarked,1
19650381,Inside Your Site,1
19650381,Typed/Bookmarked,1
19651361,Inside Your Site,1
19657746,Inside Your Site,0.9351851851851852
19657746,Search Engines,0.037037037037037035
19657746,Typed/Bookmarked,0.5740740740740741
19669170,Inside Your Site,1
19690139,Inside Your Site,0.125
19690139,Typed/Bookmarked,1
19697137,Inside Your Site,0.14583333333333334
19697137,Typed/Bookmarked,0.9791666666666666
19699232,Inside Your Site,0.6666666666666666
19699232,Search Engines,0.3333333333333333
19699232,Typed/Bookmarked,0.6666666666666666
19703858,Inside Your Site,0.3333333333333333
19703858,Social Networks,0.3333333333333333
19703858,Typed/Bookmarked,0.6666666666666666
19705839,Inside Your Site,1
19711634,Inside Your Site,0.625
19711634,Search Engines,0.125
19711634,Typed/Bookmarked,0.875
19712044,Inside Your Site,1
19712044,Typed/Bookmarked,1
19721882,Search Engines,1
19721882,Typed/Bookmarked,1
19722710,Search Engines,1
19724435,Inside Your Site,0.9
19724435,Other Web Sites,0.5
19724435,Typed/Bookmarked,0.7
19725250,Inside Your Site,0.07865168539325842
19725250,Other Web Sites,0.0056179775280898875
19725250,Search Engines,0.028089887640449437
19725250,Typed/Bookmarked,0.9719101123595506
19727779,Search Engines,1
19727779,Typed/Bookmarked,0.5
19727973,Search Engines,1
19731536,Inside Your Site,0.9985590778097982
19731536,Social Networks,0.002881844380403458
19731536,Typed/Bookmarked,0.7363112391930836
19733332,Inside Your Site,0.10204081632653061
19733332,Other Web Sites,0.02040816326530612
19733332,Search Engines,0.4489795918367347
19733332,Social Networks,0.02040816326530612
19733332,Typed/Bookmarked,0.6530612244897959
19737294,Inside Your Site,0.5714285714285714
19737294,Social Networks,0.14285714285714285
19737294,Typed/Bookmarked,0.5714285714285714
19738319,Inside Your Site,0.2
19738319,Other Web Sites,0.03333333333333333
19738319,Search Engines,0.1
19738319,Typed/Bookmarked,1
19739073,Inside Your Site,0.25
19739073,Social Networks,0.875
19739073,Typed/Bookmarked,0.25
19740411,Search Engines,1
19740411,Typed/Bookmarked,0.3333333333333333
19742294,Inside Your Site,1
19744013,Inside Your Site,0.6
19744013,Other Web Sites,0.3333333333333333
19744013,Search Engines,0.4666666666666667
19744013,Typed/Bookmarked,0.6
19744631,Inside Your Site,0.42857142857142855
19744631,Other Web Sites,0.2857142857142857
19744631,Social Networks,0.8571428571428571
19744631,Typed/Bookmarked,0.42857142857142855
19745101,Inside Your Site,0.25
19745101,Typed/Bookmarked,0.75
19745853,Inside Your Site,1
19745853,Typed/Bookmarked,1
19751725,Inside Your Site,0.8571428571428571
19751725,Typed/Bookmarked,0.5714285714285714
19757774,Typed/Bookmarked,1
19759228,Inside Your Site,0.6051948051948052
19759228,Other Web Sites,0.01038961038961039
19759228,Search Engines,0.14545454545454545
19759228,Social Networks,0.7532467532467533
19759228,Typed/Bookmarked,0.8935064935064935
19761794,Typed/Bookmarked,1
19764495,Inside Your Site,0.06521739130434782
19764495,Other Web Sites,0.021739130434782608
19764495,Search Engines,0.32608695652173914
19764495,Typed/Bookmarked,0.9565217391304348
19764527,Inside Your Site,1
19764527,Search Engines,1
19764527,Typed/Bookmarked,1
20542549,Inside Your Site,1
20840326,Inside Your Site,1
20840326,Typed/Bookmarked,1
20841554,Typed/Bookmarked,1
20843355,Inside Your Site,0.5833333333333334
20843355,Other Web Sites,0.041666666666666664
20843355,Typed/Bookmarked,0.9583333333333334
20845150,Other Web Sites,1
20845150,Typed/Bookmarked,1
20845691,Inside Your Site,0.7744360902255639
20845691,Other Web Sites,0.007518796992481203
20845691,Search Engines,0.9135338345864662
20845691,Social Networks,0.022556390977443608
20845691,Typed/Bookmarked,0.5601503759398496
20846861,Inside Your Site,0.1921921921921922
20846861,Other Web Sites,0.03003003003003003
20846861,Search Engines,0.10510510510510511
20846861,Social Networks,0.009009009009009009
20846861,Typed/Bookmarked,0.9579579579579579
20851232,Inside Your Site,0.6
20851232,Typed/Bookmarked,1
20851525,Inside Your Site,0.8
20851525,Other Web Sites,0.1
20851525,Typed/Bookmarked,1
20851728,Inside Your Site,0.5
20851728,Search Engines,1
20853265,Typed/Bookmarked,1
20857646,Inside Your Site,0.5
20857646,Search Engines,0.16666666666666666
20857646,Social Networks,0.3333333333333333
20857646,Typed/Bookmarked,0.6666666666666666
20857731,Search Engines,0.25
20857731,Social Networks,0.25
20857731,Typed/Bookmarked,0.75
20858726,Inside Your Site,1
20861215,Inside Your Site,1
20861215,Other Web Sites,0.5
20861215,Typed/Bookmarked,0.5
20862110,Inside Your Site,0.5
20862110,Search Engines,0.25
20862110,Typed/Bookmarked,1
20863519,Inside Your Site,0.32
20863519,Other Web Sites,0.02
20863519,Typed/Bookmarked,0.96
20863594,Inside Your Site,0.3
20863594,Search Engines,0.9
20863594,Typed/Bookmarked,0.1
20865794,Inside Your Site,0.18181818181818182
20865794,Search Engines,0.36363636363636365
20865794,Typed/Bookmarked,0.7272727272727273
20874387,Inside Your Site,0.5
20874387,Search Engines,0.5
20874387,Typed/Bookmarked,0.25
20887284,Typed/Bookmarked,1
20893756,Inside Your Site,1
20893756,Typed/Bookmarked,1
20895491,Inside Your Site,0.26666666666666666
20895491,Other Web Sites,0.16666666666666666
20895491,Search Engines,0.03333333333333333
20895491,Typed/Bookmarked,0.9666666666666667
20907067,Search Engines,0.5
20907067,Typed/Bookmarked,0.5
20912818,Inside Your Site,1
20912818,Typed/Bookmarked,1
20916629,Inside Your Site,0.2
20916629,Typed/Bookmarked,0.8
20924056,Social Networks,1
20924056,Typed/Bookmarked,0.2857142857142857
20926476,Search Engines,0.14285714285714285
20926476,Typed/Bookmarked,1
20929489,Inside Your Site,0.8
20929489,Search Engines,0.4
20929489,Typed/Bookmarked,0.6
20931856,Other Web Sites,0.5714285714285714
20931856,Typed/Bookmarked,0.8571428571428571
20934980,Inside Your Site,0.5
20934980,Typed/Bookmarked,0.625
20935056,Inside Your Site,0.425531914893617
20935056,Typed/Bookmarked,1
20939878,Typed/Bookmarked,1
20940042,Search Engines,1
20940336,Inside Your Site,0.09090909090909091
20940336,Typed/Bookmarked,1
20943930,Inside Your Site,0.25925925925925924
20943930,Other Web Sites,0.037037037037037035
20943930,Search Engines,0.037037037037037035
20943930,Typed/Bookmarked,0.9259259259259259
20943987,Inside Your Site,0.4166666666666667
20943987,Other Web Sites,0.08333333333333333
20943987,Search Engines,0.25
20943987,Typed/Bookmarked,0.8333333333333334
20951728,Typed/Bookmarked,1
20963728,Inside Your Site,0.2727272727272727
20963728,Other Web Sites,0.09090909090909091
20963728,Search Engines,0.09090909090909091
20963728,Typed/Bookmarked,0.9090909090909091
20965669,Other Web Sites,1
20965669,Typed/Bookmarked,1
20968733,Inside Your Site,0.5
20968733,Typed/Bookmarked,0.5
20969632,Inside Your Site,1
20969632,Search Engines,0.3333333333333333
20973050,Inside Your Site,0.38181818181818183
20973050,Other Web Sites,0.024242424242424242
20973050,Search Engines,0.09696969696969697
20973050,Social Networks,0.006060606060606061
20973050,Typed/Bookmarked,0.9393939393939394
20975745,Inside Your Site,0.3333333333333333
20975745,Other Web Sites,0.08333333333333333
20975745,Search Engines,0.5833333333333334
20975745,Typed/Bookmarked,0.3333333333333333
20976295,Inside Your Site,1
20976295,Typed/Bookmarked,1
20982071,Inside Your Site,0.36585365853658536
20982071,Search Engines,0.21951219512195122
20982071,Social Networks,0.1951219512195122
20982071,Typed/Bookmarked,0.6341463414634146
20983261,Inside Your Site,0.06666666666666667
20983261,Typed/Bookmarked,1
20988897,Inside Your Site,1
20988897,Typed/Bookmarked,1
20992570,Inside Your Site,1
20992570,Typed/Bookmarked,1
20993652,Inside Your Site,1
20993652,Typed/Bookmarked,1
20994898,Typed/Bookmarked,1
21015696,Search Engines,0.8333333333333334
21015696,Typed/Bookmarked,0.16666666666666666
21020295,Inside Your Site,0.21052631578947367
21020295,Search Engines,0.02631578947368421
21020295,Social Networks,0.10526315789473684
21020295,Typed/Bookmarked,0.868421052631579
21023820,Social Networks,1
21027988,Inside Your Site,1
21027988,Typed/Bookmarked,1
21037766,Inside Your Site,0.25
21037766,Typed/Bookmarked,0.875
21040272,Inside Your Site,0.45454545454545453
21040272,Other Web Sites,0.2727272727272727
21040272,Search Engines,0.09090909090909091
21040272,Typed/Bookmarked,0.8181818181818182
21042063,Inside Your Site,0.6036585365853658
21042063,Other Web Sites,0.003048780487804878
21042063,Search Engines,0.06707317073170732
21042063,Social Networks,0.1676829268292683
21042063,Typed/Bookmarked,0.975609756097561
21055993,Search Engines,0.14285714285714285
21055993,Typed/Bookmarked,0.8571428571428571
21064536,Inside Your Site,0.11764705882352941
21064536,Social Networks,0.11764705882352941
21064536,Typed/Bookmarked,0.8823529411764706
21066684,Inside Your Site,0.75
21066684,Typed/Bookmarked,1
21093075,Typed/Bookmarked,1
21096023,Inside Your Site,0.6666666666666666
21096023,Search Engines,0.3333333333333333
21096023,Typed/Bookmarked,1
21105453,Typed/Bookmarked,1
21109837,Inside Your Site,0.2
21109837,Search Engines,0.2
21109837,Typed/Bookmarked,0.8
21112108,Other Web Sites,1
21132651,Inside Your Site,1
21132651,Typed/Bookmarked,1
21165867,Inside Your Site,0.07692307692307693
21165867,Other Web Sites,0.5769230769230769
21165867,Search Engines,0.038461538461538464
21165867,Social Networks,0.3076923076923077
21165867,Typed/Bookmarked,0.19230769230769232
21182504,Inside Your Site,0.5
21182504,Search Engines,0.25
21182504,Typed/Bookmarked,0.75
21188002,Inside Your Site,0.3125
21188002,Search Engines,0.0625
21188002,Typed/Bookmarked,1
21216733,Inside Your Site,0.041666666666666664
21216733,Typed/Bookmarked,1
21226887,Inside Your Site,0.6666666666666666
21226887,Typed/Bookmarked,0.6666666666666666
21230721,Inside Your Site,0.6
21230721,Typed/Bookmarked,0.6
21238282,Inside Your Site,0.5
21238282,Typed/Bookmarked,0.875
21245939,Inside Your Site,0.25
21245939,Social Networks,0.25
21245939,Typed/Bookmarked,0.75
21250006,Inside Your Site,0.2
21250006,Other Web Sites,0.14285714285714285
21250006,Social Networks,0.1523809523809524
21250006,Typed/Bookmarked,0.9619047619047619
21253870,Inside Your Site,0.3333333333333333
21253870,Other Web Sites,0.6666666666666666
21257743,Typed/Bookmarked,1
21266277,Inside Your Site,0.10256410256410256
21266277,Search Engines,0.2564102564102564
21266277,Social Networks,0.05128205128205128
21266277,Typed/Bookmarked,0.8717948717948718
21271764,Inside Your Site,0.1282051282051282
21271764,Search Engines,0.11538461538461539
21271764,Social Networks,0.08974358974358974
21271764,Typed/Bookmarked,0.9615384615384616
21272331,Typed/Bookmarked,1
21273654,Inside Your Site,1
21291443,Inside Your Site,0.25
21291443,Search Engines,0.25
21291443,Typed/Bookmarked,0.75
21293420,Inside Your Site,0.19047619047619047
21293420,Other Web Sites,0.047619047619047616
21293420,Search Engines,0.015873015873015872
21293420,Social Networks,0.015873015873015872
21293420,Typed/Bookmarked,0.873015873015873
21295896,Typed/Bookmarked,1
21297221,Inside Your Site,0.948051948051948
21297221,Social Networks,0.006493506493506494
21297221,Typed/Bookmarked,0.9805194805194806
21299519,Inside Your Site,0.14
21299519,No JavaScript,0.005
21299519,Typed/Bookmarked,0.995
21299838,Inside Your Site,0.30834512022630833
21299838,Other Web Sites,0.0014144271570014145
21299838,Search Engines,0.039603960396039604
21299838,Typed/Bookmarked,0.9985855728429985
22345929,Inside Your Site,0.8846153846153846
22345929,Typed/Bookmarked,0.8076923076923077
22391356,Inside Your Site,0.75
22391356,Search Engines,0.5
22391356,Typed/Bookmarked,1
22505876,Inside Your Site,1
22505876,Typed/Bookmarked,1
22767095,Inside Your Site,0.5
22767095,Social Networks,0.5
22767095,Typed/Bookmarked,0.5
23077745,Inside Your Site,1
23077745,Typed/Bookmarked,1
23096212,Inside Your Site,0.15384615384615385
23096212,Typed/Bookmarked,0.9569230769230769
23096589,Inside Your Site,1
23096589,Search Engines,1
23096589,Typed/Bookmarked,1
23100377,Inside Your Site,1
23100377,Search Engines,1
23100377,Typed/Bookmarked,1
23105640,Social Networks,1
23108170,Inside Your Site,0.5333333333333333
23108170,Search Engines,0.2
23108170,Typed/Bookmarked,0.8
23113901,Inside Your Site,1
23113901,Typed/Bookmarked,1
23123044,Inside Your Site,1
23123044,Typed/Bookmarked,0.75
23126587,Inside Your Site,1
23126587,Typed/Bookmarked,1
23126616,Inside Your Site,0.75
23126616,Typed/Bookmarked,0.75
23126736,Inside Your Site,0.803448275862069
23126736,Search Engines,0.020689655172413793
23126736,Typed/Bookmarked,0.9482758620689655
23130113,Inside Your Site,1
23134262,Inside Your Site,0.3611111111111111
23134262,Other Web Sites,0.1388888888888889
23134262,Social Networks,0.027777777777777776
23134262,Typed/Bookmarked,0.7777777777777778
23141866,Inside Your Site,0.8
23141866,Typed/Bookmarked,0.2
23144887,Inside Your Site,0.8
23144887,Typed/Bookmarked,0.6
23145288,Inside Your Site,1
23175056,Inside Your Site,0.25
23175056,Search Engines,1
23177041,Inside Your Site,1
23187170,Inside Your Site,0.3333333333333333
23187170,Other Web Sites,0.015151515151515152
23187170,Search Engines,0.07575757575757576
23187170,Typed/Bookmarked,0.9393939393939394
23189847,Search Engines,0.3333333333333333
23189847,Typed/Bookmarked,1
23192612,Inside Your Site,1
23192612,Search Engines,0.2
23192612,Typed/Bookmarked,0.2
23192942,Inside Your Site,0.6666666666666666
23192942,Typed/Bookmarked,1
23196455,Inside Your Site,0.905
23196455,Search Engines,0.19
23196455,Typed/Bookmarked,0.995
23198436,Inside Your Site,0.5882352941176471
23198436,Search Engines,0.0392156862745098
23198436,Social Networks,0.17647058823529413
23198436,Typed/Bookmarked,0.8235294117647058
23202581,Inside Your Site,0.6470588235294118
23202581,Other Web Sites,0.14705882352941177
23202581,Search Engines,0.23529411764705882
23202581,Social Networks,0.08823529411764706
23202581,Typed/Bookmarked,0.47058823529411764
23202633,Inside Your Site,0.7222222222222222
23202633,Typed/Bookmarked,0.9814814814814815
23204924,Inside Your Site,0.2192622950819672
23204924,Other Web Sites,0.010245901639344262
23204924,Search Engines,0.010245901639344262
23204924,Social Networks,0.012295081967213115
23204924,Typed/Bookmarked,0.9938524590163934
23210937,Inside Your Site,0.5
23210937,Search Engines,0.25
23210937,Typed/Bookmarked,0.875
23211618,Inside Your Site,1
23211618,Typed/Bookmarked,1
23211897,Search Engines,0.5454545454545454
23211897,Typed/Bookmarked,0.45454545454545453
23212527,Search Engines,0.42857142857142855
23212527,Social Networks,0.14285714285714285
23212527,Typed/Bookmarked,0.7142857142857143
23215460,Search Engines,0.6885245901639344
23215460,Typed/Bookmarked,0.45901639344262296
23221403,Inside Your Site,0.6153846153846154
23221403,Search Engines,0.3076923076923077
23221403,Typed/Bookmarked,0.46153846153846156
23223062,Inside Your Site,0.5714285714285714
23223062,Typed/Bookmarked,0.8571428571428571
23226920,Inside Your Site,1
23226920,Search Engines,1
23226920,Typed/Bookmarked,1
23228385,Inside Your Site,0.22983870967741934
23228385,Other Web Sites,0.3548387096774194
23228385,Search Engines,0.04032258064516129
23228385,Social Networks,0.056451612903225805
23228385,Typed/Bookmarked,0.8870967741935484
23231026,Inside Your Site,1
23231948,Inside Your Site,0.5
23231948,Typed/Bookmarked,1
23234589,Typed/Bookmarked,1
23234978,Inside Your Site,0.14285714285714285
23234978,Search Engines,0.14285714285714285
23234978,Social Networks,0.7142857142857143
23234978,Typed/Bookmarked,0.5714285714285714
23235474,Typed/Bookmarked,1
23235491,Inside Your Site,0.4
23235491,Search Engines,0.5
23235491,Typed/Bookmarked,0.5
23238402,Inside Your Site,0.2935251798561151
23238402,Search Engines,0.04892086330935252
23238402,Typed/Bookmarked,1
23241956,Inside Your Site,0.3333333333333333
23241956,Search Engines,0.3333333333333333
23241956,Social Networks,0.3333333333333333
23241956,Typed/Bookmarked,0.3333333333333333
23247060,Inside Your Site,0.75
23247060,Social Networks,0.25
23247060,Typed/Bookmarked,0.25
23248629,Inside Your Site,1
23248629,Typed/Bookmarked,1
23250713,Inside Your Site,0.6666666666666666
23250713,Search Engines,0.3333333333333333
23250713,Typed/Bookmarked,0.6666666666666666
23252165,Inside Your Site,1
23253848,Search Engines,0.5
23253848,Typed/Bookmarked,0.5
23255631,Inside Your Site,0.6666666666666666
23255631,Other Web Sites,0.3333333333333333
23255631,Search Engines,0.6666666666666666
23255631,Typed/Bookmarked,1
23257524,Inside Your Site,1
23257524,Typed/Bookmarked,0.625
23258856,Inside Your Site,1
23258856,Typed/Bookmarked,1
23260008,Inside Your Site,1
23260008,Typed/Bookmarked,0.6666666666666666
23260967,Other Web Sites,0.5
23260967,Search Engines,0.03571428571428571
23260967,Typed/Bookmarked,0.5
23261510,Inside Your Site,1
23261510,Search Engines,1
23261510,Typed/Bookmarked,1
23263642,Inside Your Site,0.14285714285714285
23263642,Other Web Sites,0.2857142857142857
23263642,Search Engines,0.5238095238095238
23263642,Typed/Bookmarked,0.47619047619047616
23266321,Inside Your Site,0.6666666666666666
23266321,Typed/Bookmarked,0.6666666666666666
23268651,Inside Your Site,0.5806451612903226
23268651,Search Engines,0.25806451612903225
23268651,Typed/Bookmarked,0.7419354838709677
23268915,Search Engines,1
23268915,Typed/Bookmarked,1
23272204,Inside Your Site,0.5169082125603864
23272204,Other Web Sites,0.033816425120772944
23272204,Search Engines,0.2028985507246377
23272204,Typed/Bookmarked,0.9951690821256038
23273571,Typed/Bookmarked,1
23274241,Search Engines,0.9090909090909091
23274241,Typed/Bookmarked,0.36363636363636365
23274521,Inside Your Site,0.6666666666666666
23274521,Social Networks,0.3333333333333333
23274521,Typed/Bookmarked,1
23277480,Inside Your Site,1
23278805,Inside Your Site,0.7692307692307693
23278805,Search Engines,0.07692307692307693
23278805,Typed/Bookmarked,1
23282690,Typed/Bookmarked,1
23283171,Inside Your Site,0.5555555555555556
23283171,Search Engines,0.3333333333333333
23283171,Typed/Bookmarked,0.6666666666666666
23283932,Inside Your Site,0.8666666666666667
23283932,Search Engines,0.26666666666666666
23283932,Typed/Bookmarked,0.8666666666666667
23288424,Inside Your Site,0.125
23288424,Search Engines,0.125
23288424,Typed/Bookmarked,1
23288434,Inside Your Site,1
23288434,Typed/Bookmarked,1
23290639,Search Engines,1
23297675,Inside Your Site,0.5
23297675,Social Networks,0.5
23297675,Typed/Bookmarked,0.5
23298973,Inside Your Site,0.9
23298973,Typed/Bookmarked,0.6
23302740,Typed/Bookmarked,1
23303962,Inside Your Site,0.16666666666666666
23303962,Other Web Sites,0.8333333333333334
23303962,Typed/Bookmarked,0.5
23304783,Inside Your Site,0.5
23304783,Search Engines,0.6
23304783,Typed/Bookmarked,0.9
23305447,Inside Your Site,0.4
23305447,Search Engines,0.2
23305447,Typed/Bookmarked,1
23306054,Search Engines,0.16666666666666666
23306054,Typed/Bookmarked,1
23308806,Typed/Bookmarked,1
23310048,Inside Your Site,1
23310048,Typed/Bookmarked,1
23310606,Social Networks,1
23310606,Typed/Bookmarked,1
23311482,Inside Your Site,0.5
23311482,Typed/Bookmarked,0.5
23324090,Typed/Bookmarked,1
23324465,Inside Your Site,1
23325762,Inside Your Site,0.11458333333333333
23325762,Social Networks,0.2916666666666667
23325762,Typed/Bookmarked,0.7291666666666666
23327438,Inside Your Site,0.7640449438202247
23327438,Other Web Sites,0.0056179775280898875
23327438,Search Engines,0.047752808988764044
23327438,Typed/Bookmarked,0.9859550561797753
23327563,Search Engines,0.14285714285714285
23327563,Social Networks,0.8571428571428571
23327563,Typed/Bookmarked,0.21428571428571427
23328376,Inside Your Site,0.04411764705882353
23328376,Search Engines,0.058823529411764705
23328376,Social Networks,0.7941176470588235
23328376,Typed/Bookmarked,0.45588235294117646
23328565,Inside Your Site,0.25
23328565,Other Web Sites,0.25
23328565,Search Engines,0.25
23328565,Typed/Bookmarked,0.5
23328731,Inside Your Site,1
23331780,Typed/Bookmarked,1
23385846,Inside Your Site,0.5
23385846,Typed/Bookmarked,1
23389152,Inside Your Site,0.058823529411764705
23389152,Search Engines,0.27941176470588236
23389152,Typed/Bookmarked,0.8235294117647058
23392748,Inside Your Site,0.10294117647058823
23392748,Search Engines,0.007352941176470588
23392748,Social Networks,0.022058823529411766
23392748,Typed/Bookmarked,1
23392996,Typed/Bookmarked,1
23393739,Inside Your Site,1
23393739,Typed/Bookmarked,1
23398125,Inside Your Site,0.5
23398125,Typed/Bookmarked,1
23398959,Typed/Bookmarked,1
23416912,Typed/Bookmarked,1
23418516,Inside Your Site,0.8
23418516,Typed/Bookmarked,0.8
23419615,Inside Your Site,0.1566265060240964
23419615,Search Engines,0.13253012048192772
23419615,Social Networks,0.9036144578313253
23419615,Typed/Bookmarked,0.37349397590361444
23420150,Inside Your Site,0.3673469387755102
23420150,Other Web Sites,0.027210884353741496
23420150,Search Engines,0.006802721088435374
23420150,Typed/Bookmarked,0.9727891156462585
23421647,Typed/Bookmarked,1
23424768,Search Engines,0.5
23424768,Typed/Bookmarked,0.5
23426213,Inside Your Site,0.25
23426213,Typed/Bookmarked,1
23426441,Typed/Bookmarked,1
23426453,Inside Your Site,0.2
23426453,Typed/Bookmarked,1
23427912,Inside Your Site,1
23427912,Typed/Bookmarked,1
23428975,Inside Your Site,0.5714285714285714
23428975,Search Engines,0.42857142857142855
23428975,Typed/Bookmarked,0.42857142857142855
23429267,Inside Your Site,1
23429267,Typed/Bookmarked,0.2
23431724,Inside Your Site,1
23431724,Typed/Bookmarked,1
23431979,Typed/Bookmarked,1
23436057,Inside Your Site,0.4
23436057,Other Web Sites,0.2
23436057,Search Engines,0.1
23436057,Social Networks,0.7
23436057,Typed/Bookmarked,0.3
23442295,Inside Your Site,0.14285714285714285
23442295,Typed/Bookmarked,0.8571428571428571
23443330,Inside Your Site,0.4375
23443330,Social Networks,0.0625
23443330,Typed/Bookmarked,0.9375
23444876,Inside Your Site,1
23444876,Typed/Bookmarked,0.5
23448719,Inside Your Site,0.5
23448719,Typed/Bookmarked,1
23453663,Inside Your Site,0.5
23453663,Typed/Bookmarked,1
23454668,Inside Your Site,1
23454668,Typed/Bookmarked,1
23456411,Inside Your Site,0.5
23456411,Typed/Bookmarked,0.5
23456826,Inside Your Site,0.1651376146788991
23456826,Other Web Sites,0.009174311926605505
23456826,Typed/Bookmarked,0.9724770642201835
23459931,Inside Your Site,0.09782608695652174
23459931,Other Web Sites,0.03260869565217391
23459931,Typed/Bookmarked,0.9891304347826086
23460494,Typed/Bookmarked,1
23461393,Inside Your Site,1
23461393,Other Web Sites,1
23461530,Inside Your Site,1
23461530,Typed/Bookmarked,0.3333333333333333
23461927,Inside Your Site,0.375
23461927,Typed/Bookmarked,1
23473025,Typed/Bookmarked,1
23486504,Typed/Bookmarked,1
23506784,Typed/Bookmarked,1
23507153,Inside Your Site,0.20454545454545456
23507153,Other Web Sites,0.022727272727272728
23507153,Search Engines,0.13636363636363635
23507153,Typed/Bookmarked,1
23539633,Inside Your Site,0.3333333333333333
23539633,Typed/Bookmarked,1
23625416,Inside Your Site,1
23625416,Typed/Bookmarked,1
23626871,Inside Your Site,0.5
23626871,Other Web Sites,0.5
23626871,Typed/Bookmarked,0.5
23627796,Inside Your Site,0.25
23627796,Search Engines,0.25
23627796,Social Networks,0.5
23627796,Typed/Bookmarked,0.25
23629373,Inside Your Site,1
23629373,Other Web Sites,1
23629373,Typed/Bookmarked,1
23630957,Inside Your Site,0.25
23630957,Other Web Sites,0.25
23630957,Search Engines,0.15
23630957,Typed/Bookmarked,0.65
23631692,Inside Your Site,1
23633053,Search Engines,1
23633053,Typed/Bookmarked,1
23656261,Inside Your Site,1
23656261,Typed/Bookmarked,1
23665294,Inside Your Site,1
23702359,Inside Your Site,0.2
23702359,Search Engines,0.2
23702359,Social Networks,0.04
23702359,Typed/Bookmarked,0.96
23703433,Inside Your Site,0.6253521126760564
23703433,Other Web Sites,0.0028169014084507044
23703433,Search Engines,0.10985915492957747
23703433,Typed/Bookmarked,0.9943661971830986
23705789,Typed/Bookmarked,1
23712113,Inside Your Site,0.2
23712113,Search Engines,0.8
23712113,Typed/Bookmarked,0.2
23712200,Inside Your Site,0.5862068965517241
23712200,Search Engines,0.15517241379310345
23712200,Social Networks,0.017241379310344827
23712200,Typed/Bookmarked,0.9137931034482759
23714755,Inside Your Site,0.8333333333333334
23714755,Other Web Sites,0.16666666666666666
23714755,Typed/Bookmarked,0.8333333333333334
23716719,Inside Your Site,0.7142857142857143
23716719,Other Web Sites,0.14285714285714285
23716719,Search Engines,0.14285714285714285
23716719,Typed/Bookmarked,0.2857142857142857
23717724,Inside Your Site,0.3333333333333333
23717724,Search Engines,0.14285714285714285
23717724,Social Networks,0.09523809523809523
23717724,Typed/Bookmarked,0.9523809523809523
23718867,Inside Your Site,0.3333333333333333
23718867,Typed/Bookmarked,1
23719113,Typed/Bookmarked,1
23719266,Inside Your Site,0.375
23719266,Search Engines,0.5
23719266,Typed/Bookmarked,0.625
23721519,Inside Your Site,0.8823529411764706
23721519,Other Web Sites,0.058823529411764705
23721519,Typed/Bookmarked,0.7058823529411765
23722635,Typed/Bookmarked,1
23727991,Inside Your Site,0.25
23727991,Search Engines,0.5
23727991,Typed/Bookmarked,0.5
23730790,Inside Your Site,0.03571428571428571
23730790,Other Web Sites,0.05357142857142857
23730790,Search Engines,0.10714285714285714
23730790,Social Networks,0.8214285714285714
23730790,Typed/Bookmarked,0.6428571428571429
23733761,Typed/Bookmarked,1
23744043,Inside Your Site,1
23744043,Typed/Bookmarked,1
23744516,Typed/Bookmarked,1
23752906,Inside Your Site,1
23752906,Search Engines,1
23756136,Inside Your Site,1
23756136,Typed/Bookmarked,1
23756668,Inside Your Site,0.6666666666666666
23756668,Typed/Bookmarked,1
23757692,Typed/Bookmarked,1
23761152,Inside Your Site,0.6666666666666666
23761152,Typed/Bookmarked,1
23770930,Typed/Bookmarked,1
23771720,Typed/Bookmarked,1
23775521,Other Web Sites,1
23775807,Inside Your Site,0.14285714285714285
23775807,Typed/Bookmarked,1
23779262,Typed/Bookmarked,1
23782440,Inside Your Site,1
23783651,Typed/Bookmarked,1
23784586,Typed/Bookmarked,1
23790770,Inside Your Site,0.5
23790770,Typed/Bookmarked,0.75
23791888,Typed/Bookmarked,1
23793089,Inside Your Site,0.391304347826087
23793089,Other Web Sites,0.17391304347826086
23793089,Search Engines,0.34782608695652173
23793089,Social Networks,0.06521739130434782
23793089,Typed/Bookmarked,0.8260869565217391
23795168,Inside Your Site,0.5
23795168,Social Networks,0.5
23795168,Typed/Bookmarked,1
23805370,Inside Your Site,0.8333333333333334
23805370,Search Engines,0.16666666666666666
23805370,Typed/Bookmarked,0.3333333333333333
23835656,Inside Your Site,0.2
23835656,Search Engines,0.8
23835656,Typed/Bookmarked,0.2
23836701,Inside Your Site,0.05263157894736842
23836701,Typed/Bookmarked,1
23841400,Typed/Bookmarked,1
23841608,Typed/Bookmarked,1
23841707,Inside Your Site,0.25
23841707,Search Engines,0.03571428571428571
23841707,Typed/Bookmarked,0.8928571428571429
23846889,Inside Your Site,1
23847007,Inside Your Site,0.6105263157894737
23847007,Search Engines,0.07368421052631578
23847007,Social Networks,0.14736842105263157
23847007,Typed/Bookmarked,0.9368421052631579
23851243,Inside Your Site,0.5
23851243,Typed/Bookmarked,0.5
23857612,Inside Your Site,0.3333333333333333
23857612,Search Engines,0.3333333333333333
23857612,Typed/Bookmarked,1
23858364,Typed/Bookmarked,1
23859435,Inside Your Site,0.12903225806451613
23859435,Search Engines,0.03225806451612903
23859435,Social Networks,0.12903225806451613
23859435,Typed/Bookmarked,0.9354838709677419
23861049,Inside Your Site,1
23861049,Search Engines,0.5
23862320,Inside Your Site,0.3333333333333333
