fire_fly_id,referrer_type_value,percentbyref
3244354,Inside Your Site,0.6666666666666666
3244354,Typed/Bookmarked,0.6666666666666666
3244508,Inside Your Site,0.5
3244508,Search Engines,0.25
3244508,Typed/Bookmarked,0.8125
3244649,Inside Your Site,0.09029345372460497
3244649,Other Web Sites,0.020316027088036117
3244649,Search Engines,0.013544018058690745
3244649,Typed/Bookmarked,0.9932279909706546
3244714,Inside Your Site,0.047619047619047616
3244714,Search Engines,0.2857142857142857
3244714,Social Networks,0.35714285714285715
3244714,Typed/Bookmarked,0.4523809523809524
3244854,Inside Your Site,0.30303030303030304
3244854,Search Engines,0.030303030303030304
3244854,Social Networks,0.030303030303030304
3244854,Typed/Bookmarked,0.9393939393939394
3245114,Inside Your Site,0.14285714285714285
3245114,Typed/Bookmarked,1
3245392,Inside Your Site,0.3057553956834532
3245392,Search Engines,0.0035971223021582736
3245392,Social Networks,0.0035971223021582736
3245392,Typed/Bookmarked,0.9820143884892086
3245673,Typed/Bookmarked,1
3245807,Inside Your Site,0.6666666666666666
3245807,Search Engines,0.2222222222222222
3245807,Social Networks,0.2222222222222222
3245807,Typed/Bookmarked,0.6666666666666666
3245945,Inside Your Site,0.5
3245945,Other Web Sites,0.3333333333333333
3245945,Search Engines,0.4166666666666667
3245945,Typed/Bookmarked,1
3245977,Inside Your Site,0.2857142857142857
3245977,Typed/Bookmarked,0.8571428571428571
3246243,Inside Your Site,0.1111111111111111
3246243,Search Engines,0.1111111111111111
3246243,Typed/Bookmarked,0.9166666666666666
3246513,Inside Your Site,0.6
3246513,Typed/Bookmarked,0.6
3246528,Inside Your Site,0.3235294117647059
3246528,Typed/Bookmarked,0.9705882352941176
3246574,Social Networks,0.1
3246574,Typed/Bookmarked,0.9
3247077,Inside Your Site,0.2222222222222222
3247077,Other Web Sites,0.037037037037037035
3247077,Search Engines,0.4074074074074074
3247077,Social Networks,0.14814814814814814
3247077,Typed/Bookmarked,0.6296296296296297
3247086,Inside Your Site,0.1111111111111111
3247086,Social Networks,0.05555555555555555
3247086,Typed/Bookmarked,1
3247282,Inside Your Site,0.6666666666666666
3247282,Typed/Bookmarked,0.6666666666666666
3247381,Inside Your Site,0.16666666666666666
3247381,Search Engines,0.6666666666666666
3247381,Typed/Bookmarked,0.3333333333333333
3247482,Inside Your Site,0.16981132075471697
3247482,Other Web Sites,0.014150943396226415
3247482,Search Engines,0.14622641509433962
3247482,Social Networks,0.0047169811320754715
3247482,Typed/Bookmarked,0.9528301886792453
3247674,Typed/Bookmarked,1
3248189,Typed/Bookmarked,1
3248257,Inside Your Site,0.6564625850340136
3248257,Other Web Sites,0.006802721088435374
3248257,Search Engines,0.04081632653061224
3248257,Typed/Bookmarked,0.9795918367346939
3248262,Typed/Bookmarked,1
3248483,Inside Your Site,0.11627906976744186
3248483,Search Engines,0.046511627906976744
3248483,Typed/Bookmarked,0.9767441860465116
3248577,Inside Your Site,0.1345707656612529
3248577,Search Engines,0.030162412993039442
3248577,Typed/Bookmarked,0.9907192575406032
3248715,Inside Your Site,1
3248715,Search Engines,1
3248715,Typed/Bookmarked,1
3249196,Inside Your Site,0.9
3249196,Search Engines,0.3
3249196,Typed/Bookmarked,0.2
3249317,Inside Your Site,0.018518518518518517
3249317,Search Engines,0.006172839506172839
3249317,Social Networks,0.7407407407407407
3249317,Typed/Bookmarked,0.32098765432098764
3249411,Inside Your Site,0.8468468468468469
3249411,No JavaScript,0.0045045045045045045
3249411,Other Web Sites,0.0045045045045045045
3249411,Search Engines,0.15765765765765766
3249411,Social Networks,0.013513513513513514
3249411,Typed/Bookmarked,0.9954954954954955
3249448,Inside Your Site,0.5789473684210527
3249448,Search Engines,0.07017543859649122
3249448,Social Networks,0.12280701754385964
3249448,Typed/Bookmarked,0.7719298245614035
3249819,Inside Your Site,0.9829268292682927
3249819,Other Web Sites,0.014634146341463415
3249819,Search Engines,0.0024390243902439024
3249819,Typed/Bookmarked,0.9536585365853658
3249902,Inside Your Site,0.75
3249902,Search Engines,0.08333333333333333
3249902,Typed/Bookmarked,0.8333333333333334
3250039,Social Networks,0.5
3250039,Typed/Bookmarked,0.5
3250212,Inside Your Site,0.6187845303867403
3250212,Search Engines,0.20994475138121546
3250212,Typed/Bookmarked,0.9613259668508287
3250414,Inside Your Site,1
3250414,Search Engines,0.3333333333333333
3250414,Typed/Bookmarked,0.3333333333333333
3250463,Inside Your Site,0.8952991452991453
3250463,Search Engines,0.004273504273504274
3250463,Typed/Bookmarked,0.9935897435897436
3250952,Inside Your Site,0.09090909090909091
3250952,Search Engines,0.09090909090909091
3250952,Social Networks,0.6363636363636364
3250952,Typed/Bookmarked,0.36363636363636365
3251166,Social Networks,1
3251166,Typed/Bookmarked,1
3251409,Inside Your Site,0.42857142857142855
3251409,Typed/Bookmarked,1
3251633,Inside Your Site,0.5833333333333334
3251633,Search Engines,0.19444444444444445
3251633,Social Networks,0.027777777777777776
3251633,Typed/Bookmarked,0.6944444444444444
3251871,Inside Your Site,1
3251977,Inside Your Site,0.17647058823529413
3251977,Social Networks,0.35294117647058826
3251977,Typed/Bookmarked,0.7647058823529411
3251993,Inside Your Site,1
3251993,Search Engines,0.3333333333333333
3251993,Typed/Bookmarked,0.3333333333333333
3252110,Inside Your Site,0.5
3252110,Typed/Bookmarked,1
3252811,Inside Your Site,0.15789473684210525
3252811,Social Networks,0.2631578947368421
3252811,Typed/Bookmarked,0.8421052631578947
3253197,Social Networks,0.3333333333333333
3253197,Typed/Bookmarked,0.6666666666666666
3253657,Inside Your Site,0.3333333333333333
3253657,Typed/Bookmarked,1
3253658,Inside Your Site,0.078125
3253658,Other Web Sites,0.828125
3253658,Typed/Bookmarked,0.171875
3253672,Inside Your Site,0.2
3253672,Other Web Sites,0.72
3253672,Search Engines,0.08
3253672,Social Networks,0.12
3253672,Typed/Bookmarked,0.24
3253691,Inside Your Site,0.45454545454545453
3253691,Search Engines,0.18181818181818182
3253691,Typed/Bookmarked,0.8181818181818182
3253768,Inside Your Site,0.2962962962962963
3253768,Typed/Bookmarked,0.9259259259259259
3254236,Inside Your Site,0.6153846153846154
3254236,Other Web Sites,0.15384615384615385
3254236,Search Engines,0.15384615384615385
3254236,Typed/Bookmarked,0.6923076923076923
3254570,Inside Your Site,0.75
3254570,Typed/Bookmarked,0.75
3254615,Typed/Bookmarked,1
3254721,Inside Your Site,0.9
3254721,Search Engines,0.3
3254721,Typed/Bookmarked,0.5
3254741,Inside Your Site,1
3254741,Typed/Bookmarked,1
3254767,Typed/Bookmarked,1
3255070,Inside Your Site,0.2222222222222222
3255070,Search Engines,0.5555555555555556
3255070,Typed/Bookmarked,0.7777777777777778
3255081,Inside Your Site,0.32432432432432434
3255081,Search Engines,0.13513513513513514
3255081,Typed/Bookmarked,0.8648648648648649
3255424,Inside Your Site,0.4
3255424,Other Web Sites,0.2
3255424,Typed/Bookmarked,1
3255444,Inside Your Site,0.5434782608695652
3255444,Other Web Sites,0.036231884057971016
3255444,Search Engines,0.13043478260869565
3255444,Social Networks,0.08695652173913043
3255444,Typed/Bookmarked,0.927536231884058
3255558,Inside Your Site,0.2328767123287671
3255558,Other Web Sites,0.0027397260273972603
3255558,Typed/Bookmarked,0.989041095890411
3255612,Inside Your Site,0.3295964125560538
3255612,Other Web Sites,0.006726457399103139
3255612,Search Engines,0.013452914798206279
3255612,Typed/Bookmarked,0.984304932735426
3255779,Inside Your Site,0.7535211267605634
3255779,No JavaScript,0.002347417840375587
3255779,Other Web Sites,0.004694835680751174
3255779,Search Engines,0.03755868544600939
3255779,Social Networks,0.07746478873239436
3255779,Typed/Bookmarked,0.9647887323943662
3255928,Inside Your Site,0.4845360824742268
3255928,Search Engines,0.10309278350515463
3255928,Typed/Bookmarked,0.9278350515463918
3255973,Inside Your Site,0.2647058823529412
3255973,Search Engines,0.17647058823529413
3255973,Typed/Bookmarked,0.9117647058823529
3256074,Inside Your Site,0.25
3256074,Search Engines,0.125
3256074,Typed/Bookmarked,0.8125
3256680,Inside Your Site,0.5357142857142857
3256680,Search Engines,0.03571428571428571
3256680,Typed/Bookmarked,0.7857142857142857
3257101,Inside Your Site,0.0945945945945946
3257101,Search Engines,0.013513513513513514
3257101,Typed/Bookmarked,0.972972972972973
3257571,Inside Your Site,0.25
3257571,Search Engines,0.5
3257571,Typed/Bookmarked,0.25
3257621,Inside Your Site,0.18181818181818182
3257621,Other Web Sites,0.045454545454545456
3257621,Search Engines,0.09090909090909091
3257621,Social Networks,0.5909090909090909
3257621,Typed/Bookmarked,0.5
3257711,Inside Your Site,1
3257711,Typed/Bookmarked,1
3259140,Inside Your Site,0.18834080717488788
3259140,Search Engines,0.017937219730941704
3259140,Typed/Bookmarked,0.9955156950672646
3259492,Inside Your Site,0.3333333333333333
3259492,Typed/Bookmarked,0.6666666666666666
3259699,Inside Your Site,0.7777777777777778
3259699,Search Engines,0.1111111111111111
3259699,Typed/Bookmarked,0.5
3260234,Inside Your Site,0.4166666666666667
3260234,Other Web Sites,0.08333333333333333
3260234,Typed/Bookmarked,0.9166666666666666
3260764,Inside Your Site,0.27522935779816515
3260764,Other Web Sites,0.01834862385321101
3260764,Search Engines,0.23853211009174313
3260764,Typed/Bookmarked,0.8623853211009175
3261325,Inside Your Site,0.8823529411764706
3261325,Other Web Sites,0.058823529411764705
3261325,Search Engines,0.11764705882352941
3261325,Typed/Bookmarked,0.6470588235294118
3261338,Inside Your Site,0.20454545454545456
3261338,Search Engines,0.06818181818181818
3261338,Social Networks,0.4318181818181818
3261338,Typed/Bookmarked,0.5227272727272727
3261687,Inside Your Site,0.7272727272727273
3261687,Social Networks,0.09090909090909091
3261687,Typed/Bookmarked,0.7272727272727273
3261940,Inside Your Site,1
3261940,Typed/Bookmarked,1
3262141,Inside Your Site,0.43703703703703706
3262141,Search Engines,0.2851851851851852
3262141,Typed/Bookmarked,0.9666666666666667
3262190,Inside Your Site,0.4375
3262190,Search Engines,0.0625
3262190,Typed/Bookmarked,0.84375
3262664,Inside Your Site,0.8878048780487805
3262664,Search Engines,0.08780487804878048
3262664,Social Networks,0.004878048780487805
3262664,Typed/Bookmarked,0.9804878048780488
3262736,Inside Your Site,0.4
3262736,Other Web Sites,1
3262746,Inside Your Site,0.21686746987951808
3262746,Search Engines,0.13253012048192772
3262746,Social Networks,0.03614457831325301
3262746,Typed/Bookmarked,0.8554216867469879
3263127,Inside Your Site,0.15384615384615385
3263127,Typed/Bookmarked,1
3263188,Inside Your Site,0.7272727272727273
3263188,Search Engines,0.18181818181818182
3263188,Typed/Bookmarked,0.5454545454545454
3263640,Inside Your Site,0.5
3263640,Other Web Sites,0.019230769230769232
3263640,Search Engines,0.11538461538461539
3263640,Typed/Bookmarked,0.8846153846153846
3263917,Inside Your Site,0.4482758620689655
3263917,Other Web Sites,0.4482758620689655
3263917,Search Engines,0.10344827586206896
3263917,Typed/Bookmarked,0.4827586206896552
3264584,Inside Your Site,0.4
3264584,Other Web Sites,0.4
3264584,Typed/Bookmarked,0.6
3264768,Inside Your Site,1
3264850,Inside Your Site,0.17777777777777778
3264850,Other Web Sites,0.15555555555555556
3264850,Search Engines,0.37777777777777777
3264850,Typed/Bookmarked,0.6888888888888889
3264902,Inside Your Site,0.1
3264902,Search Engines,0.02
3264902,Typed/Bookmarked,0.98
3265506,Inside Your Site,0.05405405405405406
3265506,Other Web Sites,0.02702702702702703
3265506,Social Networks,0.918918918918919
3265506,Typed/Bookmarked,0.05405405405405406
3265538,Inside Your Site,0.10112359550561797
3265538,Other Web Sites,0.3146067415730337
3265538,Typed/Bookmarked,0.6966292134831461
3265692,Inside Your Site,0.2
3265692,Typed/Bookmarked,1
3266027,Inside Your Site,0.38461538461538464
3266027,Search Engines,0.02564102564102564
3266027,Social Networks,0.4358974358974359
3266027,Typed/Bookmarked,0.5641025641025641
3266224,Inside Your Site,0.17073170731707318
3266224,Other Web Sites,0.024390243902439025
3266224,Search Engines,0.024390243902439025
3266224,Typed/Bookmarked,0.926829268292683
3266310,Inside Your Site,0.4081196581196581
3266310,Other Web Sites,0.00641025641025641
3266310,Search Engines,0.03418803418803419
3266310,Social Networks,0.03632478632478633
3266310,Typed/Bookmarked,0.9935897435897436
3266402,Inside Your Site,0.18559556786703602
3266402,Search Engines,0.0332409972299169
3266402,Typed/Bookmarked,0.9889196675900277
3266739,Inside Your Site,1
3267100,Inside Your Site,0.23076923076923078
3267100,Other Web Sites,0.02564102564102564
3267100,Search Engines,0.6666666666666666
3267100,Typed/Bookmarked,0.7948717948717948
3267235,Inside Your Site,0.4
3267235,Search Engines,0.1
3267235,Typed/Bookmarked,0.8
3268083,Inside Your Site,0.1875
3268083,Search Engines,0.1875
3268083,Typed/Bookmarked,0.8125
3268569,Inside Your Site,1
3268569,Other Web Sites,0.25
3268569,Search Engines,0.25
3268569,Typed/Bookmarked,0.5
3268664,Inside Your Site,0.11764705882352941
3268664,Other Web Sites,0.47058823529411764
3268664,Search Engines,0.058823529411764705
3268664,Typed/Bookmarked,0.5294117647058824
3268753,Typed/Bookmarked,1
3269672,Inside Your Site,0.07462686567164178
3269672,Other Web Sites,0.014925373134328358
3269672,Search Engines,0.14925373134328357
3269672,Social Networks,0.04477611940298507
3269672,Typed/Bookmarked,0.835820895522388
3270846,Inside Your Site,0.125
3270846,Social Networks,0.375
3270846,Typed/Bookmarked,0.875
3270986,Inside Your Site,1
3271458,Inside Your Site,0.7
3271458,Search Engines,0.35
3271458,Typed/Bookmarked,0.65
3271557,Inside Your Site,0.75
3271557,Search Engines,0.25
3271557,Typed/Bookmarked,0.25
3271601,Inside Your Site,0.15555555555555556
3271601,Other Web Sites,0.5777777777777777
3271601,Search Engines,0.011111111111111112
3271601,Social Networks,0.011111111111111112
3271601,Typed/Bookmarked,0.4888888888888889
3271616,Inside Your Site,0.07142857142857142
3271616,Other Web Sites,0.21428571428571427
3271616,Search Engines,0.023809523809523808
3271616,Social Networks,0.7619047619047619
3271616,Typed/Bookmarked,0.14285714285714285
3273195,Inside Your Site,0.5
3273195,Typed/Bookmarked,1
3273230,Inside Your Site,1
3273230,Typed/Bookmarked,1
3273479,Inside Your Site,0.5
3273479,Typed/Bookmarked,0.5
3273998,Inside Your Site,0.48598130841121495
3273998,Other Web Sites,0.009345794392523364
3273998,Search Engines,0.04672897196261682
3273998,Social Networks,0.018691588785046728
3273998,Typed/Bookmarked,0.8785046728971962
3274465,Inside Your Site,0.14814814814814814
3274465,Search Engines,0.14814814814814814
3274465,Social Networks,0.7037037037037037
3274465,Typed/Bookmarked,0.5925925925925926
3275482,Inside Your Site,0.5
3275482,Search Engines,0.25
3275482,Typed/Bookmarked,0.75
3275783,Inside Your Site,0.125
3275783,Typed/Bookmarked,1
3276079,Inside Your Site,0.6
3276079,Search Engines,0.2
3276079,Typed/Bookmarked,0.6
3276092,Inside Your Site,0.42857142857142855
3276092,Typed/Bookmarked,0.7142857142857143
3276393,Inside Your Site,0.37857142857142856
3276393,Search Engines,0.014285714285714285
3276393,Typed/Bookmarked,0.9714285714285714
3276410,Inside Your Site,0.71875
3276410,Other Web Sites,0.015625
3276410,Search Engines,0.07291666666666667
3276410,Typed/Bookmarked,0.9166666666666666
3276988,Inside Your Site,0.23511904761904762
3276988,Search Engines,0.06845238095238096
3276988,Typed/Bookmarked,0.9880952380952381
3277137,Inside Your Site,0.6875
3277137,Other Web Sites,0.25
3277137,Typed/Bookmarked,0.8125
3277290,Inside Your Site,0.43026706231454004
3277290,Other Web Sites,0.002967359050445104
3277290,Search Engines,0.05934718100890208
3277290,Social Networks,0.1394658753709199
3277290,Typed/Bookmarked,0.9436201780415431
3277979,Inside Your Site,0.4444444444444444
3277979,Search Engines,0.1111111111111111
3277979,Typed/Bookmarked,0.6666666666666666
3278053,Inside Your Site,0.5
3278053,Typed/Bookmarked,0.5
3278062,Inside Your Site,0.2727272727272727
3278062,Other Web Sites,0.09090909090909091
3278062,Typed/Bookmarked,1
3278234,Inside Your Site,1
3278244,Inside Your Site,1
3278244,Search Engines,0.5
3278244,Typed/Bookmarked,0.75
3278456,Social Networks,1
3278765,Inside Your Site,0.4444444444444444
3278765,Other Web Sites,0.2777777777777778
3278765,Search Engines,0.4444444444444444
3278765,Typed/Bookmarked,0.2222222222222222
3278844,Inside Your Site,0.8333333333333334
3278844,Typed/Bookmarked,0.6666666666666666
3278877,Inside Your Site,0.6666666666666666
3278877,Search Engines,0.8333333333333334
3278877,Typed/Bookmarked,0.8333333333333334
3278887,Inside Your Site,1
3278887,Typed/Bookmarked,1
3278911,Inside Your Site,0.6923076923076923
3278911,Social Networks,0.15384615384615385
3278911,Typed/Bookmarked,0.6153846153846154
3278917,Inside Your Site,0.16806722689075632
3278917,Search Engines,0.03361344537815126
3278917,Typed/Bookmarked,0.9831932773109243
3279084,Inside Your Site,0.22018348623853212
3279084,Search Engines,0.009174311926605505
3279084,Typed/Bookmarked,0.9724770642201835
3279807,Inside Your Site,0.1
3279807,Typed/Bookmarked,0.9
3280066,Inside Your Site,0.5
3280066,Typed/Bookmarked,1
3280218,Inside Your Site,0.24528301886792453
3280218,Other Web Sites,0.1320754716981132
3280218,Search Engines,0.05660377358490566
3280218,Typed/Bookmarked,0.9245283018867925
3280291,Inside Your Site,0.06666666666666667
3280291,Search Engines,0.06666666666666667
3280291,Typed/Bookmarked,0.9333333333333333
3280320,Typed/Bookmarked,1
3280471,Inside Your Site,0.3434343434343434
3280471,Other Web Sites,0.020202020202020204
3280471,Search Engines,0.09090909090909091
3280471,Social Networks,0.1111111111111111
3280471,Typed/Bookmarked,0.8484848484848485
3280747,Inside Your Site,0.5
3280747,Search Engines,0.3888888888888889
3280747,Social Networks,0.05555555555555555
3280747,Typed/Bookmarked,0.7777777777777778
3280886,Inside Your Site,0.5
3280886,Typed/Bookmarked,0.8333333333333334
3281016,Inside Your Site,0.5
3281016,Search Engines,0.75
3281016,Typed/Bookmarked,0.375
3281543,Inside Your Site,1
3281543,Typed/Bookmarked,1
3282433,Inside Your Site,1
3282433,Typed/Bookmarked,1
3283415,Inside Your Site,0.14893617021276595
3283415,Other Web Sites,0.0070921985815602835
3283415,Search Engines,0.031914893617021274
3283415,Social Networks,0.9397163120567376
3283415,Typed/Bookmarked,0.3404255319148936
3284005,Inside Your Site,1
3284005,Typed/Bookmarked,1
3284110,Inside Your Site,0.2
3284110,Social Networks,0.9
3284110,Typed/Bookmarked,0.2
3284144,Inside Your Site,0.5
3284144,Typed/Bookmarked,1
3284181,Inside Your Site,0.4
3284181,Search Engines,0.2
3284181,Social Networks,0.2
3284181,Typed/Bookmarked,0.6
3284259,Inside Your Site,0.11538461538461539
3284259,Social Networks,0.8461538461538461
3284259,Typed/Bookmarked,0.15384615384615385
3284311,Inside Your Site,0.4737903225806452
3284311,Other Web Sites,0.004032258064516129
3284311,Search Engines,0.006048387096774193
3284311,Social Networks,0.0020161290322580645
3284311,Typed/Bookmarked,1
3285285,Inside Your Site,1
3285439,Inside Your Site,0.3784246575342466
3285439,Other Web Sites,0.0017123287671232876
3285439,Search Engines,0.05650684931506849
3285439,Social Networks,0.125
3285439,Typed/Bookmarked,0.9897260273972602
3285668,Inside Your Site,0.6046511627906976
3285668,Other Web Sites,0.11627906976744186
3285668,Search Engines,0.11627906976744186
3285668,Social Networks,0.06976744186046512
3285668,Typed/Bookmarked,0.5813953488372093
3286712,Typed/Bookmarked,1
3287210,Inside Your Site,0.14485981308411214
3287210,Search Engines,0.009345794392523364
3287210,Typed/Bookmarked,0.9766355140186916
3289338,Inside Your Site,0.1111111111111111
3289338,Search Engines,0.008547008547008548
3289338,Typed/Bookmarked,1
3289854,Inside Your Site,0.1724137931034483
3289854,Search Engines,0.3793103448275862
3289854,Social Networks,0.034482758620689655
3289854,Typed/Bookmarked,0.6551724137931034
3290218,Inside Your Site,0.39759036144578314
3290218,Other Web Sites,0.7228915662650602
3290218,Typed/Bookmarked,0.5542168674698795
3290313,Inside Your Site,0.21022727272727273
3290313,Other Web Sites,0.022727272727272728
3290313,Search Engines,0.005681818181818182
3290313,Typed/Bookmarked,0.9431818181818182
3291370,Inside Your Site,0.5
3291370,Social Networks,0.5
3291604,Inside Your Site,0.38181818181818183
3291604,Search Engines,0.07272727272727272
3291604,Typed/Bookmarked,0.9090909090909091
3292546,Inside Your Site,0.5
3292546,Search Engines,0.16666666666666666
3292546,Typed/Bookmarked,0.8333333333333334
3293244,Inside Your Site,0.4
3293244,Typed/Bookmarked,1
3293663,Inside Your Site,0.5
3293663,Search Engines,0.5
3293663,Typed/Bookmarked,0.5
3294687,Inside Your Site,0.6
3294687,Search Engines,0.1
3294687,Social Networks,0.1
3294687,Typed/Bookmarked,0.9
3295263,Inside Your Site,0.30916030534351147
3295263,Other Web Sites,0.003816793893129771
3295263,Search Engines,0.04198473282442748
3295263,Typed/Bookmarked,0.9694656488549618
3295659,Inside Your Site,0.5
3295659,Social Networks,0.5
3295659,Typed/Bookmarked,0.5
3295732,Inside Your Site,0.14285714285714285
3295732,Typed/Bookmarked,1
3296463,Inside Your Site,0.4652014652014652
3296463,Search Engines,0.007326007326007326
3296463,Typed/Bookmarked,1
3296545,Inside Your Site,0.10810810810810811
3296545,Typed/Bookmarked,0.972972972972973
3297475,Inside Your Site,0.21212121212121213
3297475,Search Engines,0.24242424242424243
3297475,Social Networks,0.030303030303030304
3297475,Typed/Bookmarked,0.7878787878787878
3297691,Inside Your Site,1
3297691,Typed/Bookmarked,1
3298013,Inside Your Site,0.2222222222222222
3298013,Other Web Sites,0.1111111111111111
3298013,Search Engines,0.3333333333333333
3298013,Social Networks,0.3333333333333333
3298013,Typed/Bookmarked,0.4444444444444444
3298402,Inside Your Site,0.5555555555555556
3298402,Search Engines,0.2222222222222222
3298402,Typed/Bookmarked,0.7777777777777778
3298551,Inside Your Site,0.3108433734939759
3298551,Other Web Sites,0.033734939759036145
3298551,Search Engines,0.05783132530120482
3298551,Social Networks,0.2385542168674699
3298551,Typed/Bookmarked,0.891566265060241
3298759,Inside Your Site,0.6
3298759,Search Engines,0.8
3298759,Typed/Bookmarked,1
3298848,Inside Your Site,0.2028985507246377
3298848,Other Web Sites,0.07246376811594203
3298848,Search Engines,0.07246376811594203
3298848,Typed/Bookmarked,0.855072463768116
3298992,Inside Your Site,0.3
3298992,Search Engines,0.022222222222222223
3298992,Social Networks,0.011111111111111112
3298992,Typed/Bookmarked,1
3299377,Inside Your Site,0.17647058823529413
3299377,Search Engines,0.058823529411764705
3299377,Typed/Bookmarked,0.9411764705882353
3299628,Inside Your Site,0.35714285714285715
3299628,Search Engines,0.07142857142857142
3299628,Typed/Bookmarked,0.9523809523809523
3299742,Inside Your Site,0.8181818181818182
3299742,Search Engines,0.09090909090909091
3299742,Typed/Bookmarked,1
3300770,Inside Your Site,0.16134453781512606
3300770,No JavaScript,0.0016806722689075631
3300770,Other Web Sites,0.0033613445378151263
3300770,Search Engines,0.011764705882352941
3300770,Social Networks,0.0016806722689075631
3300770,Typed/Bookmarked,0.9983193277310924
3301012,Inside Your Site,0.05555555555555555
3301012,Other Web Sites,0.046296296296296294
3301012,Search Engines,0.018518518518518517
3301012,Typed/Bookmarked,0.9907407407407407
3301105,Inside Your Site,1
3302019,Inside Your Site,0.75
3302019,Typed/Bookmarked,0.5
3302022,Inside Your Site,0.48484848484848486
3302022,Other Web Sites,0.021645021645021644
3302022,Search Engines,0.0735930735930736
3302022,Social Networks,0.08658008658008658
3302022,Typed/Bookmarked,0.8571428571428571
3302367,Inside Your Site,0.5
3302367,Typed/Bookmarked,1
3302749,Inside Your Site,1
3302749,Typed/Bookmarked,1
3302763,Inside Your Site,1
3302763,Typed/Bookmarked,1
3303320,Inside Your Site,0.75
3303320,Search Engines,0.5
3303320,Typed/Bookmarked,0.75
3304826,Inside Your Site,0.2857142857142857
3304826,Typed/Bookmarked,0.7142857142857143
3304924,Inside Your Site,0.19801980198019803
3304924,Other Web Sites,0.04950495049504951
3304924,Search Engines,0.15841584158415842
3304924,Social Networks,0.6237623762376238
3304924,Typed/Bookmarked,0.40594059405940597
3306439,Inside Your Site,0.205
3306439,Other Web Sites,0.005
3306439,Social Networks,0.005
3306439,Typed/Bookmarked,0.99
3306726,Inside Your Site,0.3709677419354839
3306726,Other Web Sites,0.06451612903225806
3306726,Search Engines,0.24193548387096775
3306726,Social Networks,0.16129032258064516
3306726,Typed/Bookmarked,0.5806451612903226
3308313,Inside Your Site,0.15517241379310345
3308313,Other Web Sites,0.3275862068965517
3308313,Search Engines,0.1724137931034483
3308313,Typed/Bookmarked,0.5517241379310345
3309625,Inside Your Site,0.7272727272727273
3309625,Search Engines,0.36363636363636365
3309625,Social Networks,0.09090909090909091
3309625,Typed/Bookmarked,0.2727272727272727
3309773,Inside Your Site,0.5
3309773,Typed/Bookmarked,0.75
3309910,Inside Your Site,0.75
3309910,Typed/Bookmarked,0.75
3311292,Inside Your Site,1
3311797,Inside Your Site,0.6255813953488372
3311797,Search Engines,0.0069767441860465115
3311797,Typed/Bookmarked,1
3312179,Inside Your Site,0.4
3312179,Social Networks,0.2
3312179,Typed/Bookmarked,1
3312404,Inside Your Site,0.43820224719101125
3312404,Other Web Sites,0.0056179775280898875
3312404,Typed/Bookmarked,0.9438202247191011
3312903,Typed/Bookmarked,1
3313072,Inside Your Site,1
3313072,Typed/Bookmarked,1
3313421,Inside Your Site,0.5
3313421,Search Engines,0.5
3313421,Typed/Bookmarked,1
3313772,Search Engines,0.3333333333333333
3313772,Typed/Bookmarked,0.6666666666666666
3313790,Inside Your Site,0.825
3313790,Other Web Sites,0.025
3313790,Search Engines,0.275
3313790,Typed/Bookmarked,0.75
3313970,Social Networks,0.5
3313970,Typed/Bookmarked,0.5
3314035,Other Web Sites,1
3315392,Inside Your Site,0.2
3315392,Other Web Sites,0.05
3315392,Search Engines,0.45
3315392,Social Networks,0.125
3315392,Typed/Bookmarked,0.525
3315561,Inside Your Site,0.5714285714285714
3315561,Search Engines,0.42857142857142855
3315561,Typed/Bookmarked,0.2857142857142857
3316603,Inside Your Site,0.6
3316603,Social Networks,0.2
3316603,Typed/Bookmarked,0.6
3316736,Inside Your Site,0.5
3316736,Typed/Bookmarked,1
3316805,Search Engines,1
3317224,Inside Your Site,0.14935064935064934
3317224,Other Web Sites,0.004329004329004329
3317224,Typed/Bookmarked,0.9978354978354979
3318538,Inside Your Site,0.078125
3318538,Other Web Sites,0.0625
3318538,Search Engines,0.041666666666666664
3318538,Typed/Bookmarked,0.9583333333333334
3323166,Inside Your Site,0.375
3323166,Other Web Sites,0.0625
3323166,Search Engines,0.0625
3323166,Typed/Bookmarked,0.75
3323446,Inside Your Site,0.6666666666666666
3323446,Other Web Sites,0.16666666666666666
3323446,Search Engines,0.5
3323446,Typed/Bookmarked,0.5
3323459,Inside Your Site,0.8333333333333334
3323459,Typed/Bookmarked,0.8333333333333334
3325014,Inside Your Site,0.26666666666666666
3325014,Search Engines,0.18095238095238095
3325014,Social Networks,0.047619047619047616
3325014,Typed/Bookmarked,0.8666666666666667
3325556,Inside Your Site,0.25252525252525254
3325556,No JavaScript,0.010101010101010102
3325556,Search Engines,0.1111111111111111
3325556,Social Networks,0.050505050505050504
3325556,Typed/Bookmarked,0.8585858585858586
3328127,Inside Your Site,0.6666666666666666
3328127,Other Web Sites,0.3333333333333333
3328127,Typed/Bookmarked,0.6666666666666666
3328146,Inside Your Site,0.6666666666666666
3328146,Typed/Bookmarked,1
3328219,Inside Your Site,0.1986754966887417
3328219,Typed/Bookmarked,1
3328803,Inside Your Site,0.125
3328803,Search Engines,0.375
3328803,Typed/Bookmarked,0.625
3329218,Inside Your Site,0.2857142857142857
3329218,Other Web Sites,0.03571428571428571
3329218,Typed/Bookmarked,0.9642857142857143
3329264,Search Engines,0.5
