,fire_fly_id,weekend_percentage,Browsers,percentageViewsPerCustomer
265,14604870,0,Chrome,100
266,14609634,0,Chrome,6.166086524
267,14609634,0,Firefox,80.25857782
268,14609634,0,Safari,13.57533565
269,14612192,0,Edge,100
270,14629107,0,Chrome,100
271,14631728,0,Chrome,10
272,14631728,0,Safari,90
273,14633295,0,Firefox,100
274,14633636,0,Chrome,100
275,14636094,0,Chrome,100
276,14636284,0,Firefox,100
277,14636760,0,Edge,100
278,14637603,0,Chrome,69.23076923
279,14637603,0,Safari,30.76923077
280,14637947,0,Chrome,100
281,14647366,0,Chrome,100
282,14652055,0,Chrome,17.89473684
283,14652055,0,Edge,82.10526316
284,14654269,0,Edge,21.15677321
285,14654269,0,Firefox,78.84322679
286,14655410,0,Chrome,80
287,14655410,0,Edge,20
288,14657469,0,Chrome,100
289,14660818,0,Chrome,49.76707087
290,14660818,0,Edge,0.037569214
291,14660818,0,Safari,50.19535991
292,14668031,0,Safari,100
293,14671295,0,Chrome,100
294,14671865,0,Chrome,95.23809524
295,14671865,0,Firefox,4.761904762
296,14673628,0,Chrome,100
297,14680367,0,Chrome,100
298,14684287,0,Chrome,63.57314452
299,14684287,0,Edge,9.30585409
300,14684287,0,Safari,27.12100139
301,14687755,0,Chrome,10
302,14687755,0,Safari,90
303,14691307,0,Chrome,100
304,14691575,0,Chrome,2.359813084
305,14691575,0,Edge,96.19158879
306,14691575,0,Safari,1.448598131
307,14694727,0,Edge,99.99581292
308,14694727,0,Firefox,0.004187079
309,14700950,0,Chrome,100
310,14701331,0,Chrome,99.70384995
311,14701331,0,Safari,0.296150049
312,14701336,0,Chrome,90
313,14701336,0,Firefox,10
314,14702613,0,Safari,100
315,14702676,0,Safari,100
316,14706656,0,Safari,100
317,14711915,0,Safari,100
318,14720152,0,Chrome,100
319,14720795,0,Edge,100
320,14724583,0,Edge,100
321,14728272,0,Chrome,42.68702983
322,14728272,0,Safari,57.31297017
323,14728712,0,Chrome,8.550185874
324,14728712,0,Edge,91.44981413
325,14731333,0,Chrome,95.65217391
326,14731333,0,Edge,4.347826087
327,14733130,0,Safari,100
328,14738214,0,Chrome,5.392980041
329,14738214,0,Safari,94.60701996
330,14741230,0,Chrome,100
331,14741422,0,Edge,100
332,14742194,0,Safari,100
333,14744865,0,Chrome,89.5152878
334,14744865,0,Edge,1.339107585
335,14744865,0,Firefox,8.455459033
336,14744865,0,Safari,0.690145582
337,14747932,0,Safari,100
338,14753467,0,Chrome,95.0373706
339,14753467,0,Firefox,4.962629404
340,14753623,0,Chrome,100
341,14766182,0,Chrome,100
342,14768968,0,Safari,100
343,14773892,0,Chrome,20.77922078
344,14773892,0,Firefox,79.22077922
345,14775367,0,Chrome,100
346,14790641,0,Edge,100
347,14791342,0,Safari,100
348,14794547,0,Chrome,0.002811924
349,14794547,0,Edge,99.99718808
350,14795085,0,Edge,98.37997054
351,14795085,0,Safari,1.620029455
352,14798680,0,Safari,100
353,14800468,0,Chrome,100
354,14835273,0,Edge,100
355,14844237,0,Safari,100
356,14847341,0,Safari,100
357,14888994,0,Chrome,100
358,14897735,0,Edge,100
359,14920567,0,Chrome,100
360,14923680,0,Chrome,100
361,14928431,0,Chrome,100
362,14930309,0,Safari,100
363,14934122,0,Chrome,100
364,14947706,0,Chrome,6.589000271
365,14947706,0,Edge,93.41099973
366,14949244,0,Chrome,18.09045226
367,14949244,0,Safari,81.90954774
368,14951843,0,Chrome,100
369,14952348,0,Chrome,100
370,14952886,0,Edge,100
371,14958636,0,Safari,100
372,14965022,0,Firefox,100
373,14965838,0,Chrome,100
374,14976028,0,Safari,100
375,14978018,0,Safari,100
376,14985986,0,Edge,100
377,14987902,0,Firefox,100
378,14996212,0,Chrome,1.487603306
379,14996212,0,Edge,31.90082645
380,14996212,0,Safari,66.61157025
381,15004511,0,Chrome,63.44898827
382,15004511,0,Firefox,10.19320059
383,15004511,0,Safari,26.35781115
384,15005687,0,Chrome,100
385,15007737,0,Chrome,100
386,15009917,0,Edge,100
387,15010223,0,Safari,100
388,15018069,0,Chrome,74.86910995
389,15018069,0,Edge,25.13089005
390,15018576,0,Safari,100
391,15019977,0,Edge,100
392,15023619,0,Chrome,95.65217391
393,15023619,0,Edge,4.347826087
394,15025021,0,Firefox,1.32032147
395,15025021,0,Safari,98.67967853
396,15026765,0,Chrome,47.86516854
397,15026765,0,Firefox,51.61048689
398,15026765,0,Safari,0.524344569
399,15038196,0,Chrome,1.671944858
400,15038196,0,Firefox,93.73602832
401,15038196,0,Safari,4.592026826
402,15038695,0,Chrome,100
403,15040635,0,Firefox,100
404,15041937,0,Chrome,91.50641026
405,15041937,0,Safari,8.493589744
406,15042709,0,Safari,100
407,15045456,0,Chrome,100
408,15046303,0,Chrome,100
409,15053926,0,Firefox,100
410,15059730,0,Safari,100
411,15060681,0,Chrome,100
412,15064056,0,Safari,100
413,15067240,0,Edge,100
414,15073601,0,Chrome,100
415,15074043,0,Chrome,87.62711864
416,15074043,0,Firefox,12.37288136
417,15074688,0,Chrome,0.754716981
418,15074688,0,Edge,99.24528302
419,15076270,0,Safari,100
420,15079270,0,Chrome,100
421,15082195,0,Edge,100
422,15083066,0,Chrome,100
423,15085267,0,Edge,100
424,15086373,0,Edge,100
425,15087342,0,Edge,100
426,15092733,0,Edge,100
427,15093089,0,Safari,100
428,15095208,0,Edge,100
429,15098465,0,Safari,100
430,15101470,0,Safari,100
431,15108217,0,Chrome,80.18867925
432,15108217,0,Edge,18.86792453
433,15108217,0,Firefox,0.943396226
434,15109897,0,Firefox,100
435,15112820,0,Chrome,98.51301115
436,15112820,0,Edge,1.486988848
437,15112913,0,Chrome,4.066602626
438,15112913,0,Safari,95.93339737
439,15115945,0,Safari,100
440,15119157,0,Edge,100
441,15126444,0,Firefox,100
442,15139216,0,Chrome,100
443,15144684,0,Chrome,99.82876712
444,15144684,0,Safari,0.171232877
445,15147735,0,Safari,100
446,15149782,0,Chrome,5.150214592
447,15149782,0,Edge,94.84978541
448,15156696,0,Chrome,16.27705628
449,15156696,0,Safari,83.72294372
450,15157070,0,Chrome,100
451,15161003,0,Chrome,100
452,15163446,0,Chrome,94.89865617
453,15163446,0,Safari,5.101343832
454,15165564,0,Safari,100
455,15166663,0,Edge,38.50776164
456,15166663,0,Safari,61.49223836
457,15167965,0,Firefox,100
458,15168649,0,Safari,100
459,15169083,0,Edge,100
460,15170973,0,Chrome,3.292284494
461,15170973,0,Edge,96.70771551
462,15175714,0,Chrome,100
463,15184197,0,Safari,100
464,15186949,0,Chrome,98.91511803
465,15186949,0,Edge,1.084881969
466,15188950,0,Safari,100
467,15189681,0,Chrome,100
468,15192398,0,Safari,100
469,15204348,0,Chrome,8.931419458
470,15204348,0,Safari,91.06858054
471,15206003,0,Firefox,100
472,15206896,0,Chrome,98.56115108
473,15206896,0,Safari,1.438848921
474,15207201,0,Chrome,95.33112583
475,15207201,0,Firefox,4.644039735
476,15207201,0,Safari,0.024834437
477,15207664,0,Edge,100
478,15208205,0,Chrome,100
479,15214073,0,Chrome,100
480,15215452,0,Safari,100
481,15215481,0,Safari,100
482,15217139,0,Safari,100
483,15219535,0,Edge,100
484,15290704,0,Edge,100
485,15292400,0,Safari,100
486,15292628,0,Chrome,6.574394464
487,15292628,0,Edge,17.07035755
488,15292628,0,Safari,76.35524798
489,15293797,0,Safari,100
490,15295555,0,Edge,13.63636364
491,15295555,0,Safari,86.36363636
492,15295880,0,Edge,100
493,15299621,0,Edge,100
494,15487858,0,Chrome,100
495,157602,0,Chrome,100
496,15908118,0,Chrome,100
497,15913098,0,Chrome,100
498,16189451,0,Chrome,100
499,16190188,0,Edge,21.27659574
500,16190188,0,Safari,78.72340426
501,16191788,0,Chrome,55.61759097
502,16191788,0,Edge,44.38240903
503,16192222,0,Chrome,100
504,163342,0,Edge,100
505,164038,0,Safari,100
506,16405826,0,Chrome,100
507,16531756,0,Safari,100
508,16637957,0,Edge,3.33728278
509,16637957,0,Safari,96.66271722
510,16729006,0,Chrome,100
511,16917010,0,Chrome,13.75802998
512,16917010,0,Safari,86.24197002
513,17055532,0,Chrome,100
514,17056138,0,Edge,100
515,17057261,0,Edge,100
516,17061499,0,Chrome,77.77777778
517,17061499,0,Safari,22.22222222
518,17062232,0,Firefox,97.14285714
519,17062232,0,Safari,2.857142857
520,17067160,0,Chrome,1.182108626
521,17067160,0,Firefox,26.74121406
522,17067160,0,Safari,72.07667732
523,17068648,0,Chrome,100
524,17101412,0,Edge,1.388888889
525,17101412,0,Safari,98.61111111
526,17101554,0,Chrome,82.65306122
527,17101554,0,Firefox,17.34693878
528,17104134,0,Safari,100
529,17104586,0,Chrome,100
530,17106526,0,Edge,100
531,172341,0,Chrome,100
532,17419226,0,Chrome,100
533,17550348,0,Chrome,100
534,17729641,0,Firefox,67.9389313
535,17729641,0,Safari,32.0610687
536,17864755,0,Safari,100
537,18135652,0,Firefox,100
538,18137623,0,Chrome,97.88853425
539,18137623,0,Edge,1.964154186
540,18137623,0,Safari,0.147311564
541,18137997,0,Chrome,100
542,18142587,0,Chrome,64.70588235
543,18142587,0,Safari,35.29411765
544,18148179,0,Safari,100
545,18162362,0,Chrome,94.59459459
546,18162362,0,Safari,5.405405405
547,18163961,0,Safari,100
548,18164448,0,Safari,100
549,18168198,0,Chrome,100
550,18171550,0,Edge,2.045523868
551,18171550,0,Firefox,0.04956535
552,18171550,0,Safari,97.90491078
553,18171891,0,Safari,100
554,18571188,0,Chrome,1.266357113
555,18571188,0,Edge,66.07570001
556,18571188,0,Firefox,0.999015056
557,18571188,0,Safari,31.65892782
558,18608705,0,Chrome,19.16560555
559,18608705,0,Edge,43.45819185
560,18608705,0,Safari,37.3762026
561,186718,0,Chrome,100
562,19000199,0,Chrome,100
563,19413239,0,Edge,100
564,19606569,0,Safari,100
565,19606712,0,Edge,100
566,19612687,0,Safari,100
567,19613860,0,Chrome,1.506126205
568,19613860,0,Safari,98.4938738
569,19615869,0,Chrome,100
570,19616360,0,Chrome,78.65416437
571,19616360,0,Edge,21.34583563
572,19634623,0,Safari,100
573,19650381,0,Chrome,100
574,19651361,0,Edge,100
575,19657746,0,Chrome,0.244541485
576,19657746,0,Safari,99.75545852
577,19669170,0,Edge,100
578,19690139,0,Edge,100
579,19697137,0,Edge,99.53939394
580,19697137,0,Safari,0.460606061
581,19699232,0,Safari,100
582,19703858,0,Chrome,100
583,19705839,0,Safari,100
584,19711634,0,Chrome,1.136363636
585,19711634,0,Edge,98.86363636
586,19712044,0,Chrome,100
587,19721882,0,Edge,100
588,19722710,0,Chrome,100
589,19724435,0,Chrome,100
590,19725250,0,Chrome,1.82767624
591,19725250,0,Edge,93.60313316
592,19725250,0,Safari,4.569190601
593,19727779,0,Safari,100
594,19727973,0,Safari,100
595,19731536,0,Chrome,59.15427181
596,19731536,0,Firefox,35.72348024
597,19731536,0,Safari,5.122247949
598,19733332,0,Safari,100
599,19737294,0,Chrome,17.14285714
600,19737294,0,Safari,82.85714286
601,19738319,0,Edge,74.95652174
602,19738319,0,Safari,25.04347826
603,19739073,0,Chrome,100
604,19740411,0,Safari,100
605,19742294,0,Safari,100
606,19744013,0,Chrome,95.14321295
607,19744013,0,Safari,4.856787049
608,19744631,0,Chrome,100
609,19745101,0,Edge,100
610,19745853,0,Chrome,100
611,19751725,0,Chrome,51.10294118
612,19751725,0,Safari,48.89705882
613,19757774,0,Safari,100
614,19759228,0,Chrome,0.007986412
615,19759228,0,Firefox,99.99201359
616,19761794,0,Edge,100
617,19764495,0,Edge,100
618,19764527,0,Chrome,100
619,202085,0,Safari,100
620,20542549,0,Chrome,100
621,20840326,0,Chrome,100
622,20841554,0,Safari,100
623,20843355,0,Edge,100
624,20845150,0,Safari,100
625,20845691,0,Chrome,100
626,20846861,0,Chrome,42.80733667
627,20846861,0,Safari,57.19266333
628,20851232,0,Edge,100
629,20851525,0,Chrome,100
630,20851728,0,Chrome,100
631,20853265,0,Safari,100
632,20857646,0,Edge,100
633,20857731,0,Firefox,100
634,20858726,0,Edge,100
635,20861215,0,Safari,100
636,20862110,0,Chrome,100
637,20863519,0,Edge,2.062673542
638,20863519,0,Safari,97.93732646
639,20863594,0,Safari,100
640,20865794,0,Safari,100
641,20874387,0,Chrome,22.22222222
642,20874387,0,Edge,77.77777778
643,20887284,0,Chrome,100
644,20893756,0,Edge,100
645,20895491,0,Chrome,26.67337695
646,20895491,0,Edge,73.32662305
647,20907067,0,Safari,100
648,20912818,0,Chrome,100
649,20916629,0,Edge,100
650,20924056,0,Safari,100
651,20926476,0,Edge,100
652,20929489,0,Chrome,100
653,20931856,0,Chrome,100
654,20934980,0,Chrome,1.873327386
655,20934980,0,Firefox,98.12667261
656,20935056,0,Edge,100
657,20939878,0,Safari,100
658,20940042,0,Safari,100
659,20940336,0,Chrome,100
660,20943930,0,Edge,100
661,20943987,0,Edge,81.52011923
662,20943987,0,Safari,18.47988077
663,20951728,0,Chrome,100
664,20963728,0,Edge,100
665,20965669,0,Safari,100
666,20968733,0,Chrome,61.53846154
667,20968733,0,Safari,38.46153846
668,20969632,0,Chrome,100
669,20973050,0,Chrome,86.46791309
670,20973050,0,Edge,1.667508843
671,20973050,0,Safari,11.86457807
672,20975745,0,Chrome,100
673,20976295,0,Safari,100
674,20982071,0,Chrome,31.98653199
675,20982071,0,Safari,68.01346801
676,20983261,0,Safari,100
677,20988897,0,Firefox,100
678,20992570,0,Edge,100
679,20993652,0,Chrome,100
680,20994898,0,Firefox,100
681,21015696,0,Safari,100
682,21020295,0,Chrome,39.39657044
683,21020295,0,Safari,60.60342956
684,21023820,0,Safari,100
685,21027988,0,Chrome,100
686,21037766,0,Safari,100
687,21040272,0,Chrome,81.23229462
688,21040272,0,Edge,18.76770538
689,21042063,0,Chrome,98.75389145
690,21042063,0,Safari,1.246108554
691,21055993,0,Safari,100
692,21064536,0,Chrome,100
693,21066684,0,Safari,100
694,21093075,0,Safari,100
695,21096023,0,Chrome,100
696,21105453,0,Safari,100
697,21109837,0,Safari,100
698,21112108,0,Safari,100
699,21132651,0,Safari,100
700,21165867,0,Chrome,81.72690763
701,21165867,0,Safari,18.27309237
702,21182504,0,Edge,100
703,21188002,0,Chrome,100
704,21216733,0,Edge,100
705,21226887,0,Edge,100
706,21230721,0,Chrome,100
707,21238282,0,Chrome,12.40875912
708,21238282,0,Edge,86.13138686
709,21238282,0,Safari,1.459854015
710,21245939,0,Safari,100
711,21250006,0,Chrome,83.90826384
712,21250006,0,Edge,16.09173616
713,21253870,0,Safari,100
714,21257743,0,Safari,100
715,21266277,0,Chrome,2.534318902
716,21266277,0,Safari,97.4656811
717,21271764,0,Edge,100
718,21272331,0,Safari,100
719,21273654,0,Chrome,100
720,21291443,0,Safari,100
721,21293420,0,Chrome,88.65979381
722,21293420,0,Edge,11.34020619
723,21295896,0,Safari,100
724,21297221,0,Chrome,82.55964658
725,21297221,0,Firefox,17.44035342
726,21299519,0,Chrome,4.043452022
727,21299519,0,Edge,95.95654798
728,21299838,0,Chrome,57.2233152
729,21299838,0,Safari,42.7766848
730,222970,0,Safari,100
731,22345929,0,Edge,100
732,22391356,0,Chrome,100
733,22505876,0,Firefox,100
734,22767095,0,Chrome,100
735,23077745,0,Safari,100
736,23096212,0,Chrome,1.942067149
737,23096212,0,Edge,53.70309414
738,23096212,0,Firefox,37.90322581
739,23096212,0,Safari,6.451612903
740,23096589,0,Chrome,100
741,23100377,0,Safari,100
742,23105640,0,Safari,100
743,23108170,0,Edge,51.38888889
744,23108170,0,Safari,48.61111111
745,23113901,0,Safari,100
746,23123044,0,Edge,71.62162162
747,23123044,0,Safari,28.37837838
748,23126587,0,Safari,100
749,23126616,0,Safari,100
750,23126736,0,Edge,100
751,23130113,0,Chrome,100
752,23134262,0,Chrome,64.743083
753,23134262,0,Safari,35.256917
754,23141866,0,Safari,100
755,23144887,0,Chrome,100
756,23145288,0,Safari,100
757,23175056,0,Chrome,100
758,23177041,0,Chrome,100
759,23187170,0,Edge,0.046983019
760,23187170,0,Safari,99.95301698
761,23189847,0,Safari,100
762,23192612,0,Chrome,100
763,23192942,0,Safari,100
764,23196455,0,Chrome,24.53773113
765,23196455,0,Edge,75.46226887
766,23198436,0,Chrome,100
767,23202581,0,Chrome,83.11345646
768,23202581,0,Safari,16.88654354
769,23202633,0,Chrome,100
770,23204924,0,Chrome,100
771,23210937,0,Firefox,99.6743555
772,23210937,0,Safari,0.325644505
773,23211618,0,Edge,100
774,23211897,0,Safari,100
775,23212527,0,Firefox,100
776,23215460,0,Safari,100
777,23221403,0,Safari,100
778,23223062,0,Chrome,100
779,23226920,0,Edge,100
780,23228385,0,Chrome,40.20177214
781,23228385,0,Edge,59.65884578
782,23228385,0,Firefox,0.139382073
783,23231026,0,Safari,100
784,23231948,0,Chrome,100
785,23234589,0,Chrome,100
786,23234978,0,Safari,100
787,23235474,0,Edge,100
788,23235491,0,Chrome,100
789,23238402,0,Chrome,96.60510592
790,23238402,0,Safari,3.394894079
791,23241956,0,Chrome,63.63636364
792,23241956,0,Edge,36.36363636
793,23247060,0,Chrome,96.2962963
794,23247060,0,Safari,3.703703704
795,23248629,0,Chrome,100
796,23250713,0,Chrome,81.30841121
797,23250713,0,Edge,18.69158879
798,23252165,0,Safari,100
799,23253848,0,Safari,100
800,23255631,0,Safari,100
801,23257524,0,Safari,100
802,23258856,0,Chrome,100
803,23260008,0,Edge,43.85964912
804,23260008,0,Safari,56.14035088
805,23260967,0,Safari,100
806,23261510,0,Chrome,100
807,23263642,0,Chrome,100
808,23266321,0,Chrome,91.83673469
809,23266321,0,Safari,8.163265306
810,23268651,0,Chrome,100
811,23268915,0,Chrome,100
812,23272204,0,Edge,100
813,23273571,0,Edge,100
814,23274241,0,Chrome,100
815,23274521,0,Chrome,100
816,23277480,0,Chrome,100
817,23278805,0,Chrome,100
818,23282690,0,Safari,100
819,23283171,0,Chrome,60
820,23283171,0,Safari,40
821,23283932,0,Chrome,33.42618384
822,23283932,0,Edge,63.5097493
823,23283932,0,Safari,3.064066852
824,23288424,0,Chrome,100
825,23288434,0,Safari,100
826,23290639,0,Chrome,100
827,23297675,0,Chrome,21.73913043
828,23297675,0,Safari,78.26086957
829,23298973,0,Firefox,5.633802817
830,23298973,0,Safari,94.36619718
831,23302740,0,Edge,100
832,23303962,0,Safari,100
833,23304783,0,Safari,100
834,23305447,0,Edge,100
835,23306054,0,Chrome,100
836,23308806,0,Chrome,100
837,23310048,0,Safari,100
838,23310606,0,Edge,100
839,23311482,0,Safari,100
840,23324090,0,Chrome,100
841,23324465,0,Safari,100
842,23325762,0,Safari,100
843,23327438,0,Chrome,99.98864369
844,23327438,0,Edge,0.011356309
845,23327563,0,Chrome,100
846,23328376,0,Chrome,96.01268691
847,23328376,0,Safari,3.987313095
848,23328565,0,Edge,97.24770642
849,23328565,0,Safari,2.752293578
