,fire_fly_id,weekend_percentage,Browsers,percentageViewsPerCustomer
1584,25437499,0,Safari,100
1585,25438246,0,Chrome,100
1586,25438554,0,Chrome,81.13207547
1587,25438554,0,Safari,18.86792453
1588,25440037,0,Chrome,100
1589,25440924,0,Safari,100
1590,25445294,0,Firefox,91.50326797
1591,25445294,0,Safari,8.496732026
1592,25445357,0,Safari,100
1593,25446449,0,Safari,100
1594,25451106,0,Safari,100
1595,25453187,0,Chrome,100
1596,25454030,0,Chrome,100
1597,25458008,0,Chrome,100
1598,25461158,0,Safari,100
1599,25463083,0,Chrome,13.36876533
1600,25463083,0,Safari,86.63123467
1601,25465054,0,Chrome,100
1602,25465767,0,Safari,100
1603,25466032,0,Chrome,100
1604,25466511,0,Edge,100
1605,2547093,0,Safari,100
1606,25474980,0,Chrome,86.5130382
1607,25474980,0,Edge,10.46694967
1608,25474980,0,Safari,3.020012129
1609,25481405,0,Chrome,100
1610,25482600,0,Safari,100
1611,25482605,0,Safari,100
1612,25484886,0,Safari,100
1613,25488953,0,Safari,100
1614,25489246,0,Safari,100
1615,25489409,0,Safari,100
1616,25489502,0,Chrome,100
1617,25489818,0,Chrome,100
1618,25490329,0,Chrome,100
1619,25491881,0,Safari,100
1620,25493455,0,Chrome,100
1621,25494168,0,Chrome,4.791344668
1622,25494168,0,Safari,95.20865533
1623,2550216,0,Safari,100
1624,25502326,0,Chrome,100
1625,25504765,0,Chrome,100
1626,25504964,0,Chrome,100
1627,25505112,0,Chrome,100
1628,2550733,0,Chrome,92.39904988
1629,2550733,0,Safari,7.600950119
1630,25509093,0,Chrome,100
1631,25514925,0,Chrome,100
1632,25517896,0,Chrome,100
1633,25518908,0,Chrome,100
1634,25519861,0,Chrome,47.50512645
1635,25519861,0,Safari,52.49487355
1636,25520622,0,Chrome,100
1637,25523642,0,Chrome,100
1638,25525213,0,Edge,100
1639,25525411,0,Firefox,100
1640,25528395,0,Chrome,100
1641,25529130,0,Safari,100
1642,25531514,0,Safari,100
1643,25533109,0,Safari,100
1644,25534188,0,Firefox,100
1645,25535623,0,Firefox,100
1646,25535629,0,Safari,100
1647,25538348,0,Chrome,100
1648,25539712,0,Edge,100
1649,25539750,0,Edge,100
1650,25540217,0,Chrome,100
1651,25540249,0,Chrome,100
1652,25540366,0,Safari,100
1653,25541956,0,Safari,100
1654,2554287,0,Chrome,100
1655,25543455,0,Chrome,100
1656,25544222,0,Chrome,96.17486339
1657,25544222,0,Safari,3.825136612
1658,25544614,0,Chrome,100
1659,25544655,0,Edge,100
1660,25544917,0,Chrome,100
1661,25548706,0,Safari,100
1662,25549113,0,Chrome,100
1663,25549120,0,Chrome,100
1664,25550704,0,Safari,100
1665,25552167,0,Safari,100
1666,25553752,0,Chrome,100
1667,25554220,0,Edge,100
1668,25555798,0,Chrome,100
1669,25555806,0,Chrome,100
1670,25557092,0,Chrome,100
1671,25559301,0,Chrome,100
1672,25559308,0,Chrome,100
1673,25561296,0,Chrome,100
1674,25565415,0,Edge,100
1675,25567546,0,Chrome,0.003256693
1676,25567546,0,Safari,99.99674331
1677,25570744,0,Edge,100
1678,25570770,0,Chrome,100
1679,25570879,0,Chrome,100
1680,25573215,0,Chrome,100
1681,25573709,0,Chrome,35.48387097
1682,25573709,0,Firefox,64.51612903
1683,25573921,0,Chrome,100
1684,25574713,0,Firefox,59.43877551
1685,25574713,0,Safari,40.56122449
1686,25575895,0,Chrome,100
1687,25577625,0,Safari,100
1688,25578328,0,Safari,100
1689,25578734,0,Chrome,93.42954529
1690,25578734,0,Safari,6.57045471
1691,25580561,0,Chrome,100
1692,25580678,0,Chrome,0.132348075
1693,25580678,0,Edge,99.86213742
1694,25580678,0,Safari,0.005514503
1695,25582088,0,Chrome,100
1696,25582531,0,Chrome,100
1697,25582590,0,Chrome,100
1698,25583035,0,Edge,100
1699,25583102,0,Chrome,100
1700,25586402,0,Chrome,100
1701,25587975,0,Chrome,100
1702,25588272,0,Chrome,100
1703,25589057,0,Safari,100
1704,25591972,0,Edge,100
1705,25592722,0,Chrome,100
1706,25592774,0,Safari,100
1707,25592884,0,Chrome,100
1708,25593184,0,Chrome,100
1709,25595024,0,Chrome,100
1710,25595710,0,Chrome,100
1711,25596865,0,Safari,100
1712,25596975,0,Chrome,100
1713,25596979,0,Chrome,100
1714,25597383,0,Chrome,100
1715,25597391,0,Chrome,100
1716,25599272,0,Safari,100
1717,25601905,0,Edge,97.6284585
1718,25601905,0,Safari,2.371541502
1719,25605050,0,Chrome,100
1720,25605729,0,Chrome,100
1721,25606160,0,Chrome,100
1722,25608712,0,Chrome,100
1723,25609166,0,Chrome,100
1724,25609218,0,Chrome,100
1725,25609875,0,Safari,100
1726,25611605,0,Chrome,100
1727,2561437,0,Edge,100
1728,25614603,0,Chrome,100
1729,25614800,0,Safari,100
1730,25615194,0,Chrome,100
1731,25617000,0,Chrome,100
1732,25617077,0,Chrome,100
1733,25618202,0,Chrome,100
1734,25618930,0,Safari,100
1735,25619440,0,Edge,100
1736,25620575,0,Chrome,100
1737,25620679,0,Chrome,100
1738,25621467,0,Chrome,100
1739,25621497,0,Chrome,100
1740,25622668,0,Safari,100
1741,25623569,0,Chrome,100
1742,25624769,0,Edge,99.9030632
1743,25624769,0,Safari,0.096936797
1744,25626388,0,Safari,100
1745,25630643,0,Edge,100
1746,25632580,0,Chrome,100
1747,25632838,0,Chrome,100
1748,25633038,0,Chrome,100
1749,25634603,0,Chrome,100
1750,25635612,0,Chrome,100
1751,25640819,0,Safari,100
1752,25642060,0,Chrome,100
1753,25643869,0,Chrome,100
1754,25645989,0,Safari,100
1755,25657890,0,Chrome,100
1756,25659830,0,Chrome,100
1757,25665169,0,Edge,100
1758,25665426,0,Chrome,100
1759,25665768,0,Chrome,100
1760,25665820,0,Chrome,100
1761,25666554,0,Chrome,100
1762,25669633,0,Chrome,100
1763,25672386,0,Chrome,100
1764,25672530,0,Chrome,100
1765,25678828,0,Chrome,100
1766,25681020,0,Chrome,100
1767,25682250,0,Safari,100
1768,25683859,0,Safari,100
1769,25684154,0,Chrome,100
1770,25685050,0,Safari,100
1771,25686219,0,Safari,100
1772,25686670,0,Chrome,100
1773,25697294,0,Safari,100
1774,25697591,0,Chrome,100
1775,25697600,0,Chrome,100
1776,25699701,0,Safari,100
1777,25702460,0,Chrome,100
1778,25710718,0,Edge,100
1779,25714179,0,Firefox,100
1780,25716394,0,Chrome,92.05776173
1781,25716394,0,Safari,7.942238267
1782,25717666,0,Edge,100
1783,25718250,0,Chrome,100
1784,25723813,0,Chrome,95.28475199
1785,25723813,0,Edge,4.396815677
1786,25723813,0,Safari,0.318432333
1787,25723989,0,Chrome,100
1788,25724212,0,Chrome,100
1789,25724266,0,Safari,100
1790,25726521,0,Chrome,100
1791,25726989,0,Chrome,96.16368286
1792,25726989,0,Safari,3.836317136
1793,25727126,0,Chrome,100
1794,25727233,0,Chrome,100
1795,25728518,0,Safari,100
1796,25729375,0,Safari,100
1797,25736684,0,Chrome,100
1798,25739323,0,Chrome,100
1799,25748674,0,Chrome,91.35747939
1800,25748674,0,Safari,8.642520612
1801,25753724,0,Safari,100
1802,25753802,0,Chrome,100
1803,25773497,0,Safari,100
1804,25775099,0,Chrome,100
1805,25775173,0,Chrome,100
1806,25778828,0,Safari,100
1807,25783125,0,Chrome,100
1808,25794165,0,Safari,100
1809,25795210,0,Chrome,100
1810,25797673,0,Firefox,100
1811,25816220,0,Edge,100
1812,25838972,0,Chrome,100
1813,25846983,0,Chrome,100
1814,25855315,0,Safari,100
1815,25858076,0,Chrome,100
1816,25859636,0,Safari,100
1817,25859759,0,Safari,100
1818,25860443,0,Safari,100
1819,25860882,0,Firefox,100
1820,25890913,0,Firefox,100
1821,25891047,0,Safari,100
1822,25891309,0,Safari,100
1823,25891572,0,Edge,100
1824,25892454,0,Chrome,100
1825,25894617,0,Firefox,100
1826,25897178,0,Safari,100
1827,25899560,0,Chrome,100
1828,25901099,0,Firefox,100
1829,25905388,0,Safari,100
1830,25905389,0,Chrome,100
1831,25905739,0,Chrome,93.49845201
1832,25905739,0,Safari,6.501547988
1833,25907318,0,Firefox,100
1834,25913784,0,Safari,100
1835,25913860,0,Chrome,100
1836,25919779,0,Chrome,100
1837,25919891,0,Chrome,100
1838,25919900,0,Edge,100
1839,25920373,0,Edge,100
1840,25920437,0,Safari,100
1841,25923896,0,Safari,100
1842,25927194,0,Chrome,100
1843,25927682,0,Safari,100
1844,25928273,0,Edge,100
1845,25930184,0,Safari,100
1846,25930831,0,Chrome,100
1847,25935616,0,Safari,100
1848,25940317,0,Edge,100
1849,25941749,0,Chrome,100
1850,25942397,0,Chrome,100
1851,25943269,0,Chrome,100
1852,25944025,0,Firefox,100
1853,25946288,0,Chrome,100
1854,25946844,0,Safari,100
1855,25953097,0,Edge,100
1856,25953236,0,Chrome,80
1857,25953236,0,Safari,20
1858,25956804,0,Edge,100
1859,25959346,0,Chrome,100
1860,25962554,0,Edge,100
1861,25962716,0,Edge,100
1862,25962760,0,Edge,100
1863,25962846,0,Safari,100
1864,25966681,0,Safari,100
1865,25967855,0,Safari,100
1866,25968040,0,Chrome,69.23076923
1867,25968040,0,Edge,30.76923077
1868,25971084,0,Chrome,42.10526316
1869,25971084,0,Safari,57.89473684
1870,25972862,0,Chrome,0.763358779
1871,25972862,0,Edge,99.23664122
1872,25972916,0,Safari,100
1873,25975234,0,Edge,100
1874,25975999,0,Edge,33.9869281
1875,25975999,0,Safari,66.0130719
1876,25979134,0,Firefox,93.06358382
1877,25979134,0,Safari,6.936416185
1878,25983777,0,Chrome,100
1879,25986044,0,Chrome,100
1880,25986386,0,Edge,100
1881,25987561,0,Safari,100
1882,25989205,0,Edge,100
1883,25991925,0,Chrome,100
1884,25997229,0,Chrome,100
1885,25999888,0,Firefox,100
1886,26004574,0,Safari,100
1887,26009942,0,Edge,100
1888,26013776,0,Safari,100
1889,26014311,0,Safari,100
1890,2601448,0,Safari,100
1891,26014498,0,Safari,100
1892,26017709,0,Chrome,100
1893,26019340,0,Safari,100
1894,26020151,0,Edge,100
1895,26020168,0,Edge,100
1896,26020325,0,Chrome,8.333333333
1897,26020325,0,Safari,91.66666667
1898,26021740,0,Chrome,100
1899,26024302,0,Chrome,100
1900,26025347,0,Safari,100
1901,26030885,0,Chrome,100
1902,2603094,0,Chrome,99.23273657
1903,2603094,0,Safari,0.767263427
1904,26035485,0,Chrome,100
1905,26038335,0,Chrome,100
1906,26038564,0,Chrome,100
1907,26039033,0,Chrome,100
1908,26039542,0,Firefox,100
1909,26042708,0,Chrome,100
1910,26043424,0,Edge,100
1911,26045806,0,Chrome,100
1912,26049564,0,Edge,45.35768645
1913,26049564,0,Safari,54.64231355
1914,26050224,0,Safari,100
1915,26050277,0,Chrome,100
1916,26052746,0,Chrome,100
1917,26054788,0,Chrome,100
1918,26055176,0,Chrome,100
1919,2606287,0,Chrome,100
1920,2606601,0,Firefox,95.17953532
1921,2606601,0,Safari,4.82046468
1922,26069406,0,Chrome,99.9376947
1923,26069406,0,Safari,0.062305296
1924,26069485,0,Firefox,99.44378228
1925,26069485,0,Safari,0.55621772
1926,26069680,0,Safari,100
1927,26071763,0,Edge,66.01941748
1928,26071763,0,Safari,33.98058252
1929,2607294,0,Chrome,100
1930,26073250,0,Firefox,100
1931,26075019,0,Safari,100
1932,26075223,0,Chrome,97.97703663
1933,26075223,0,Firefox,2.022963368
1934,26077736,0,Safari,100
1935,26080029,0,Chrome,100
1936,26086636,0,Safari,100
1937,26086641,0,Safari,100
1938,26087003,0,Safari,100
1939,26090493,0,Firefox,100
1940,26092970,0,Edge,97.20785936
1941,26092970,0,Safari,2.792140641
1942,26095105,0,Chrome,29.04290429
1943,26095105,0,Firefox,70.95709571
1944,26096179,0,Chrome,100
1945,26103034,0,Safari,100
1946,26103925,0,Edge,100
1947,26104265,0,Chrome,36.33540373
1948,26104265,0,Edge,63.66459627
1949,26112799,0,Chrome,100
1950,26113336,0,Firefox,100
1951,26114303,0,Edge,100
1952,2611706,0,Chrome,100
1953,26122812,0,Edge,100
1954,26122843,0,Safari,100
1955,26127889,0,Safari,100
1956,26128060,0,Chrome,100
1957,26132660,0,Edge,47.87234043
1958,26132660,0,Safari,52.12765957
1959,26135002,0,Chrome,50.86206897
1960,26135002,0,Edge,49.13793103
1961,26138999,0,Firefox,91.89189189
1962,26138999,0,Safari,8.108108108
1963,26139683,0,Chrome,100
1964,26140996,0,Safari,100
1965,26142441,0,Edge,100
1966,26145792,0,Chrome,100
1967,26151852,0,Safari,100
1968,26152849,0,Safari,100
1969,26154378,0,Edge,100
1970,26154779,0,Chrome,100
1971,26154985,0,Chrome,100
1972,26155931,0,Safari,100
1973,26157599,0,Safari,100
1974,26158193,0,Safari,100
1975,26158616,0,Firefox,100
1976,26164077,0,Chrome,100
1977,26165981,0,Chrome,100
1978,26171047,0,Safari,100
1979,26175502,0,Firefox,100
1980,26176904,0,Chrome,100
1981,26177681,0,Chrome,100
1982,26178479,0,Safari,100
1983,26179281,0,Chrome,99.82054733
1984,26179281,0,Safari,0.179452669
1985,26181020,0,Chrome,0.561797753
1986,26181020,0,Safari,99.43820225
1987,26182343,0,Chrome,100
1988,26186288,0,Chrome,100
1989,26186684,0,Chrome,100
1990,26187447,0,Firefox,28.57142857
1991,26187447,0,Safari,71.42857143
1992,26188036,0,Chrome,100
1993,26188432,0,Safari,100
1994,26192019,0,Safari,100
1995,26200560,0,Chrome,100
1996,26203312,0,Edge,100
1997,26206898,0,Edge,100
1998,26209162,0,Chrome,100
1999,26209412,0,Chrome,100
2000,26211566,0,Chrome,100
2001,26213940,0,Chrome,2.863436123
2002,26213940,0,Edge,73.56828194
2003,26213940,0,Safari,23.56828194
2004,26214317,0,Chrome,93.05912596
2005,26214317,0,Edge,6.940874036
2006,26216104,0,Safari,100
2007,26216874,0,Edge,100
2008,26217302,0,Firefox,100
2009,2621764,0,Safari,100
2010,26226255,0,Chrome,100
2011,26226280,0,Chrome,100
2012,26227004,0,Chrome,100
2013,26229866,0,Safari,100
2014,26233510,0,Safari,100
2015,26235370,0,Chrome,100
2016,26235396,0,Safari,100
2017,26236871,0,Edge,100
2018,26242351,0,Safari,100
2019,26242500,0,Safari,100
2020,26244226,0,Chrome,100
2021,26247229,0,Chrome,100
2022,26248320,0,Chrome,100
2023,26248531,0,Chrome,100
2024,26249654,0,Chrome,99.26578561
2025,26249654,0,Safari,0.734214391
2026,26250840,0,Edge,100
2027,26251999,0,Chrome,100
2028,26254204,0,Edge,100
2029,26255714,0,Chrome,100
2030,26257375,0,Safari,100
2031,26258005,0,Chrome,100
2032,26258161,0,Chrome,100
2033,26263933,0,Chrome,100
2034,26264458,0,Chrome,100
2035,26266883,0,Edge,99
2036,26266883,0,Safari,1
2037,26269825,0,Chrome,100
2038,26270419,0,Chrome,99.90480962
2039,26270419,0,Edge,0.03507014
2040,26270419,0,Safari,0.06012024
2041,26272461,0,Safari,100
2042,26272720,0,Chrome,100
2043,26272880,0,Safari,100
2044,26275711,0,Firefox,100
2045,26276415,0,Chrome,100
2046,26280025,0,Chrome,100
2047,26280188,0,Chrome,100
2048,26282930,0,Safari,100
2049,26283048,0,Chrome,100
2050,26284433,0,Edge,100
2051,26288455,0,Chrome,19.23076923
2052,26288455,0,Firefox,50
2053,26288455,0,Safari,30.76923077
2054,26288795,0,Chrome,98.78147847
2055,26288795,0,Safari,1.218521527
2056,26289048,0,Safari,100
2057,2629405,0,Safari,100
2058,26294874,0,Safari,100
2059,26295666,0,Chrome,100
2060,26297141,0,Chrome,100
2061,26297370,0,Chrome,100
2062,26297552,0,Safari,100
2063,26298088,0,Edge,26.66666667
2064,26298088,0,Safari,73.33333333
2065,26298592,0,Chrome,100
2066,2630258,0,Safari,100
2067,26304461,0,Edge,100
2068,26305532,0,Safari,100
2069,26307051,0,Chrome,100
2070,26310477,0,Safari,100
2071,26311413,0,Firefox,100
2072,26311426,0,Chrome,100
2073,26312123,0,Chrome,100
2074,26316997,0,Chrome,99.67807634
2075,26316997,0,Safari,0.321923658
2076,26319296,0,Edge,100
2077,26320968,0,Chrome,100
2078,26320975,0,Chrome,100
2079,26321784,0,Chrome,100
2080,26331884,0,Safari,100
2081,26333656,0,Chrome,100
2082,26335577,0,Chrome,24.63768116
2083,26335577,0,Safari,75.36231884
2084,26336419,0,Safari,100
2085,26339702,0,Chrome,100
2086,26357148,0,Edge,100
2087,26357637,0,Firefox,100
2088,26386122,0,Chrome,100
2089,2638702,0,Safari,100
2090,26388102,0,Chrome,100
2091,2639125,0,Safari,100
2092,26391421,0,Safari,100
2093,26393323,0,Firefox,100
2094,26394924,0,Chrome,100
2095,26398200,0,Safari,100
2096,26398672,0,Edge,100
2097,26402426,0,Safari,100
2098,26403655,0,Chrome,100
2099,26405563,0,Chrome,100
2100,26411524,0,Chrome,100
2101,26415585,0,Chrome,100
2102,26417167,0,Safari,100
2103,26420317,0,Chrome,100
2104,2642052,0,Safari,100
2105,26421624,0,Safari,100
2106,26425733,0,Safari,100
2107,26426240,0,Safari,100
2108,26428985,0,Chrome,100
2109,26435689,0,Safari,100
2110,26437943,0,Safari,100
2111,26438682,0,Edge,100
2112,26439939,0,Chrome,100
2113,26449079,0,Safari,100
2114,26451044,0,Safari,100
2115,26460167,0,Chrome,100
2116,26460381,0,Chrome,97.99698175
2117,26460381,0,Edge,0.192070243
2118,26460381,0,Firefox,1.810948004
2119,26461065,0,Edge,100
2120,26462338,0,Chrome,100
2121,26464000,0,Safari,100
2122,26464205,0,Safari,100
2123,26464252,0,Safari,100
2124,26469920,0,Edge,100
2125,26475144,0,Safari,100
2126,26480882,0,Safari,100
2127,26481283,0,Chrome,100
2128,26484936,0,Chrome,100
2129,26491051,0,Safari,100
2130,26491889,0,Chrome,100
2131,26492170,0,Edge,100
2132,26500383,0,Chrome,100
2133,26504672,0,Chrome,100
2134,26506392,0,Chrome,100
2135,2650872,0,Safari,100
2136,26509165,0,Chrome,98.43320277
2137,26509165,0,Safari,1.566797233
2138,26512514,0,Safari,100
2139,26514230,0,Chrome,99.81595526
2140,26514230,0,Firefox,0.184044737
2141,26517746,0,Chrome,100
2142,26520062,0,Chrome,100
2143,2653307,0,Chrome,3.937007874
2144,2653307,0,Firefox,6.299212598
2145,2653307,0,Safari,89.76377953
2146,26536348,0,Safari,100
2147,26536387,0,Chrome,100
2148,26537619,0,Edge,100
2149,26547227,0,Edge,100
2150,26547321,0,Safari,100
2151,26548254,0,Chrome,99.909788
2152,26548254,0,Edge,0.090211998
2153,26551374,0,Safari,100
2154,26557624,0,Edge,100
2155,26560917,0,Chrome,100
2156,26567203,0,Safari,100
2157,26570593,0,Chrome,100
2158,26572506,0,Chrome,14.75409836
2159,26572506,0,Safari,85.24590164
2160,26573277,0,Chrome,100
2161,26575270,0,Chrome,100
2162,26579990,0,Chrome,100
2163,26583350,0,Chrome,0.046224961
2164,26583350,0,Edge,99.95377504
2165,26586915,0,Chrome,100
2166,26598971,0,Safari,100
2167,26599257,0,Edge,100
2168,26603260,0,Chrome,100
2169,26605318,0,Safari,100
2170,2660604,0,Chrome,100
2171,26610719,0,Edge,100
2172,26613088,0,Chrome,100
2173,26617120,0,Safari,100
2174,26617195,0,Safari,100
2175,26618210,0,Chrome,100
2176,26619482,0,Safari,100
2177,26619555,0,Safari,100
2178,26621752,0,Edge,100
2179,26621966,0,Chrome,21.56862745
2180,26621966,0,Edge,78.43137255
2181,26623025,0,Edge,100
2182,26625557,0,Chrome,100
2183,26627111,0,Chrome,99.01977497
2184,26627111,0,Safari,0.980225026
2185,26627164,0,Chrome,100
2186,26627846,0,Safari,100
2187,26628838,0,Edge,100
2188,26629491,0,Firefox,100
2189,26630039,0,Firefox,100
2190,26635023,0,Edge,100
2191,26640740,0,Chrome,100
2192,26643967,0,Chrome,100
2193,26654478,0,Safari,100
2194,26654782,0,Safari,100
2195,26659060,0,Chrome,100
2196,26665384,0,Chrome,100
2197,26668117,0,Safari,100
2198,26669281,0,Edge,100
2199,26672387,0,Chrome,94.03632421
2200,26672387,0,Edge,3.659528327
2201,26672387,0,Safari,2.304147465
2202,26672493,0,Safari,100
2203,26678230,0,Safari,100
2204,26683319,0,Edge,100
2205,26683768,0,Firefox,100
2206,26689559,0,Chrome,100
2207,26689796,0,Safari,100
2208,26694252,0,Safari,100
2209,26695339,0,Chrome,100
2210,26696007,0,Chrome,100
2211,26699130,0,Chrome,100
2212,26699135,0,Chrome,100
2213,26703267,0,Edge,100
2214,26704522,0,Safari,100
2215,26709141,0,Chrome,97.90575916
2216,26709141,0,Safari,2.094240838
2217,26709457,0,Chrome,100
2218,26709491,0,Chrome,100
2219,26712431,0,Safari,100
2220,26713767,0,Safari,100
2221,26716861,0,Chrome,1.98019802
2222,26716861,0,Safari,98.01980198
2223,26722500,0,Safari,100
2224,26723464,0,Chrome,100
2225,26725947,0,Chrome,100
2226,26727065,0,Safari,100
2227,2672800,0,Edge,100
2228,26728503,0,Edge,100
2229,26729061,0,Chrome,100
2230,26730762,0,Chrome,100
2231,26732511,0,Safari,100
2232,26732889,0,Edge,100
2233,26741561,0,Chrome,100
2234,26741813,0,Safari,100
2235,26743829,0,Chrome,100
2236,26745280,0,Chrome,85.71428571
2237,26745280,0,Safari,14.28571429
2238,26749546,0,Safari,100
2239,26750591,0,Chrome,100
2240,26754514,0,Chrome,100
2241,26754751,0,Safari,100
2242,26755085,0,Firefox,100
2243,26761825,0,Chrome,100
2244,26763906,0,Firefox,100
2245,26766544,0,Safari,100
2246,26775615,0,Firefox,100
2247,26778429,0,Chrome,100
2248,26780012,0,Chrome,100
2249,26780585,0,Safari,100
2250,26781487,0,Safari,100
2251,26788358,0,Safari,100
2252,26793683,0,Safari,100
2253,26795166,0,Chrome,100
2254,26799149,0,Chrome,100
2255,26802427,0,Chrome,100
2256,26803361,0,Firefox,100
2257,26804889,0,Safari,100
2258,26805976,0,Chrome,99.18367347
2259,26805976,0,Safari,0.816326531
2260,26806601,0,Safari,100
2261,26814488,0,Chrome,100
2262,26817689,0,Chrome,100
2263,26818484,0,Edge,100
2264,26819089,0,Chrome,100
2265,26826553,0,Safari,100
2266,26827677,0,Safari,100
2267,26828099,0,Safari,100
2268,26829556,0,Chrome,100
2269,26829778,0,Chrome,100
2270,2685312,0,Edge,100
2271,2685503,0,Chrome,100
2272,2687404,0,Safari,100
2273,2688060,0,Safari,100
2274,2692656,0,Safari,100
2275,2693121,0,Chrome,100
2276,2695914,0,Safari,100
2277,2696336,0,Safari,100
2278,2698184,0,Chrome,8.888888889
2279,2698184,0,Edge,91.11111111
2280,2700683,0,Safari,100
2281,2701734,0,Safari,100
2282,2702483,0,Safari,100
2283,2702865,0,Chrome,100
2284,2704708,0,Chrome,100
2285,2707029,0,Safari,100
2286,2710940,0,Safari,100
2287,2712607,0,Safari,100
2288,2725581,0,Safari,100
2289,2732435,0,Safari,100
2290,2733541,0,Edge,100
2291,2734627,0,Edge,100
2292,2735876,0,Edge,100
2293,2756368,0,Safari,100
2294,2758674,0,Safari,100
2295,2765622,0,Safari,100
2296,2770543,0,Edge,100
2297,2776045,0,Safari,100
2298,2778618,0,Firefox,100
2299,2786821,0,Chrome,100
2300,2792078,0,Chrome,100
2301,2806513,0,Firefox,100
2302,2811929,0,Safari,100
2303,2814943,0,Chrome,100
2304,2821276,0,Safari,100
2305,2821675,0,Safari,100
2306,2834446,0,Edge,100
2307,2834990,0,Chrome,100
2308,284009,0,Safari,100
2309,2853377,0,Safari,100
2310,2855340,0,Safari,100
2311,2865352,0,Safari,100
2312,2869006,0,Edge,100
2313,2873980,0,Chrome,100
2314,2875288,0,Safari,100
2315,2875498,0,Chrome,100
2316,2875814,0,Chrome,100
2317,2877060,0,Chrome,89.87341772
2318,2877060,0,Safari,10.12658228
2319,2878031,0,Edge,100
2320,2878485,0,Safari,100
2321,2880996,0,Safari,100
2322,2885121,0,Safari,100
2323,2892953,0,Safari,100
2324,2902537,0,Edge,100
2325,2908577,0,Edge,100
2326,2916407,0,Safari,100
2327,2944976,0,Safari,100
2328,295112,0,Safari,100
2329,2953589,0,Safari,100
2330,2953991,0,Edge,100
2331,2958764,0,Edge,100
2332,2965416,0,Safari,100
2333,2966771,0,Safari,100
2334,2969646,0,Safari,100
2335,2970610,0,Edge,100
2336,2986148,0,Safari,100
2337,2986923,0,Safari,100
2338,2996511,0,Safari,100
2339,3008370,0,Chrome,100
2340,3012151,0,Edge,100
2341,3012376,0,Safari,100
2342,3016748,0,Edge,100
2343,3018651,0,Safari,100
2344,3021451,0,Firefox,100
2345,3028843,0,Chrome,100
2346,3034002,0,Safari,100
2347,3035612,0,Safari,100
2348,3036403,0,Safari,100
2349,3064824,0,Edge,100
2350,3065097,0,Chrome,100
2351,3067510,0,Safari,100
2352,3088933,0,Safari,100
2353,3090320,0,Safari,100
2354,3105488,0,Safari,100
2355,3112401,0,Chrome,100
2356,3145943,0,Safari,100
2357,3149644,0,Chrome,100
2358,3150918,0,Firefox,100
2359,3151121,0,Firefox,100
2360,3152213,0,Chrome,100
2361,3152947,0,Safari,100
2362,3152986,0,Chrome,25.04347826
2363,3152986,0,Edge,68.69565217
2364,3152986,0,Safari,6.260869565
2365,3153062,0,Safari,100
2366,3153429,0,Safari,100
2367,3153597,0,Edge,99.70781592
2368,3153597,0,Safari,0.292184076
2369,3155230,0,Chrome,99.76895921
2370,3155230,0,Safari,0.231040793
2371,3155295,0,Edge,14.90418737
2372,3155295,0,Safari,85.09581263
2373,3155398,0,Chrome,99.79669538
2374,3155398,0,Edge,0.192215281
2375,3155398,0,Firefox,0.009857194
2376,3155398,0,Safari,0.001232149
2377,3155555,0,Chrome,19.3441619
2378,3155555,0,Firefox,80.6558381
2379,3155560,0,Chrome,100
2380,3155581,0,Chrome,100
2381,3155623,0,Chrome,78.56148826
2382,3155623,0,Edge,0.015995905
2383,3155623,0,Safari,21.42251584
2384,3155705,0,Chrome,3.636363636
2385,3155705,0,Edge,1.038961039
2386,3155705,0,Safari,95.32467532
2387,3155718,0,Safari,100
2388,3155731,0,Chrome,84.23440903
2389,3155731,0,Edge,15.76559097
2390,3155777,0,Chrome,88.88888889
2391,3155777,0,Safari,11.11111111
2392,3155850,0,Safari,100
2393,3160086,0,Edge,66.66666667
2394,3160086,0,Safari,33.33333333
2395,3160339,0,Safari,100
2396,3160445,0,Chrome,100
2397,3160477,0,Safari,100
2398,3160512,0,Edge,100
2399,3160561,0,Edge,0.677710843
2400,3160561,0,Safari,99.32228916
2401,3160706,0,Chrome,39.6039604
2402,3160706,0,Edge,59.9009901
2403,3160706,0,Safari,0.495049505
2404,3160755,0,Safari,100
2405,3160763,0,Safari,100
2406,3160805,0,Chrome,99.06738509
2407,3160805,0,Edge,0.005321626
2408,3160805,0,Firefox,0.927293288
2409,3160816,0,Chrome,0.818181818
2410,3160816,0,Safari,99.18181818
2411,3160845,0,Safari,100
2412,3160892,0,Firefox,100
2413,3161220,0,Chrome,34.86280211
2414,3161220,0,Safari,65.13719789
2415,3161349,0,Chrome,100
2416,3161355,0,Chrome,100
2417,3161375,0,Chrome,3.892498523
2418,3161375,0,Safari,96.10750148
2419,3161401,0,Safari,100
2420,3161412,0,Chrome,100
2421,3161416,0,Firefox,100
2422,3161595,0,Edge,57.77777778
2423,3161595,0,Safari,42.22222222
2424,3161707,0,Chrome,100
2425,3161713,0,Chrome,0.052436552
2426,3161713,0,Edge,99.94756345
2427,3161833,0,Chrome,100
2428,3162002,0,Chrome,100
2429,3162050,0,Chrome,55.42299349
2430,3162050,0,Edge,44.57700651
2431,3162129,0,Chrome,2.88553529
2432,3162129,0,Edge,11.01286918
2433,3162129,0,Safari,86.10159553
2434,3162203,0,Edge,100
2435,3162213,0,Safari,100
